year,geo_name,geo,some_college
2017,"Kalawao County","05000US15005",1.0
2015,"Kalawao County","05000US15005",1.0
2016,"Kalawao County","05000US15005",1.0
2016,"McPherson County","05000US31117",0.944
2017,"McPherson County","05000US31117",0.895
2015,"Mineral County","05000US08079",0.891
2016,"Mineral County","05000US08079",0.89
2017,"Arlington County, VA","05000US51013",0.889
2015,"McPherson County","05000US31117",0.885
2015,"Albany County","05000US56001",0.883
2016,"Arlington County, VA","05000US51013",0.883
2017,"Falls Church city","05000US51610",0.881
2015,"Hooker County","05000US31091",0.88
2015,"Arlington County, VA","05000US51013",0.88
2016,"Falls Church city","05000US51610",0.879
2017,"Douglas County, CO","05000US08035",0.872
2015,"Falls Church city","05000US51610",0.868
2015,"Story County","05000US19169",0.866
2015,"Los Alamos County","05000US35028",0.865
2017,"Hamilton County, IN","05000US18057",0.864
2016,"Douglas County, CO","05000US08035",0.864
2015,"Douglas County, CO","05000US08035",0.863
2016,"Hamilton County, IN","05000US18057",0.862
2016,"Albany County","05000US56001",0.861
2015,"Hamilton County, IN","05000US18057",0.861
2017,"Albany County","05000US56001",0.86
2017,"Broomfield County","05000US08014",0.86
2015,"Whitman County","05000US53075",0.857
2017,"San Francisco County, CA","05000US06075",0.855
2016,"Hooker County","05000US31091",0.855
2017,"Fairfax city","05000US51600",0.851
2016,"San Francisco County, CA","05000US06075",0.85
2017,"Howard County, MD","05000US24027",0.849
2016,"Story County","05000US19169",0.848
2017,"Madison County","05000US16065",0.847
2017,"Hooker County","05000US31091",0.847
2017,"Story County","05000US19169",0.846
2017,"Whitman County","05000US53075",0.846
2016,"Howard County, MD","05000US24027",0.846
2016,"Whitman County","05000US53075",0.845
2016,"Broomfield County","05000US08014",0.844
2015,"San Francisco County, CA","05000US06075",0.844
2015,"Logan County","05000US31113",0.844
2015,"Arthur County","05000US31005",0.843
2017,"Lincoln County","05000US46083",0.843
2017,"Washtenaw County, MI","05000US26161",0.843
2017,"Los Alamos County","05000US35028",0.843
2017,"Johnson County, KS","05000US20091",0.842
2016,"Madison County","05000US16065",0.841
2016,"Johnson County, KS","05000US20091",0.84
2015,"Howard County, MD","05000US24027",0.84
2016,"Washtenaw County, MI","05000US26161",0.84
2015,"Oldham County","05000US48359",0.84
2015,"Johnson County, KS","05000US20091",0.84
2017,"Dallas County","05000US19049",0.839
2017,"Borden County","05000US48033",0.839
2015,"Madison County","05000US16065",0.837
2017,"Williamson County, TN","05000US47187",0.837
2015,"Johnson County, IA","05000US19103",0.835
2015,"Washtenaw County, MI","05000US26161",0.835
2016,"Arthur County","05000US31005",0.835
2016,"Johnson County, IA","05000US19103",0.835
2015,"Broomfield County","05000US08014",0.834
2016,"Los Alamos County","05000US35028",0.833
2015,"Loudoun County, VA","05000US51107",0.833
2017,"New York County, NY","05000US36061",0.833
2016,"Lincoln County","05000US46083",0.831
2016,"Delaware County, OH","05000US39041",0.831
2016,"Borden County","05000US48033",0.83
2017,"Harding County","05000US35021",0.83
2016,"New York County, NY","05000US36061",0.83
2016,"Riley County","05000US20161",0.829
2016,"Loudoun County, VA","05000US51107",0.829
2015,"Delaware County, OH","05000US39041",0.829
2015,"Thomas County","05000US31171",0.829
2017,"Hayes County","05000US31085",0.829
2017,"Latah County","05000US16057",0.828
2017,"Loudoun County, VA","05000US51107",0.828
2015,"Boulder County, CO","05000US08013",0.828
2016,"Dallas County","05000US19049",0.828
2017,"Delaware County, OH","05000US39041",0.828
2015,"Pitkin County","05000US08097",0.826
2017,"Boulder County, CO","05000US08013",0.826
2015,"Dallas County","05000US19049",0.825
2015,"New York County, NY","05000US36061",0.825
2016,"Williamson County, TN","05000US47187",0.825
2015,"Riley County","05000US20161",0.825
2017,"Riley County","05000US20161",0.824
2015,"Daniels County","05000US30019",0.824
2016,"Nelson County","05000US38063",0.823
2016,"Boulder County, CO","05000US08013",0.822
2015,"Blaine County","05000US31009",0.822
2017,"Camden County","05000US37029",0.821
2016,"Carver County","05000US27019",0.821
2015,"Lincoln County","05000US46083",0.82
2017,"Norfolk County, MA","05000US25021",0.82
2017,"Alexandria city, VA","05000US51510",0.819
2017,"Dane County, WI","05000US55025",0.819
2016,"Alexandria city, VA","05000US51510",0.818
2015,"Douglas County, KS","05000US20045",0.818
2017,"Stevens County","05000US27149",0.818
2016,"Douglas County, KS","05000US20045",0.817
2016,"Ozaukee County","05000US55089",0.817
2015,"Williamson County, TN","05000US47187",0.817
2017,"Carver County","05000US27019",0.817
2016,"Benton County","05000US41003",0.817
2015,"Dawes County","05000US31045",0.816
2015,"Alexandria city, VA","05000US51510",0.816
2015,"Nelson County","05000US38063",0.816
2016,"Fairfax city","05000US51600",0.815
2015,"Carver County","05000US27019",0.815
2017,"Benton County","05000US41003",0.815
2017,"Johnson County, IA","05000US19103",0.815
2016,"Norfolk County, MA","05000US25021",0.814
2017,"Daniels County","05000US30019",0.814
2016,"Cass County, ND","05000US38017",0.814
2017,"Denali Borough","05000US02068",0.814
2016,"Latah County","05000US16057",0.814
2017,"Douglas County, KS","05000US20045",0.814
2016,"Dane County, WI","05000US55025",0.813
2017,"Tompkins County, NY","05000US36109",0.813
2015,"Armstrong County","05000US48011",0.813
2015,"Norfolk County, MA","05000US25021",0.813
2016,"Harding County","05000US46063",0.812
2017,"Ozaukee County","05000US55089",0.812
2016,"Gallatin County","05000US30031",0.812
2015,"Ozaukee County","05000US55089",0.812
2017,"Cass County, ND","05000US38017",0.812
2015,"Cass County, ND","05000US38017",0.811
2016,"Cavalier County","05000US38019",0.811
2017,"Wayne County","05000US31179",0.811
2016,"Tompkins County, NY","05000US36109",0.811
2015,"Gallatin County","05000US30031",0.811
2017,"Gallatin County","05000US30031",0.81
2016,"Larimer County, CO","05000US08069",0.81
2016,"Comanche County","05000US20033",0.807
2017,"Larimer County, CO","05000US08069",0.807
2015,"Fairfax city","05000US51600",0.807
2015,"Towner County","05000US38095",0.806
2015,"Benton County","05000US41003",0.805
2016,"Daniels County","05000US30019",0.805
2015,"Latah County","05000US16057",0.805
2015,"Larimer County, CO","05000US08069",0.805
2017,"Nelson County","05000US38063",0.804
2017,"Arthur County","05000US31005",0.804
2016,"Thomas County","05000US20193",0.804
2015,"Routt County","05000US08107",0.803
2017,"Hinsdale County","05000US08053",0.803
2015,"Dane County, WI","05000US55025",0.803
2017,"Sarpy County, NE","05000US31153",0.803
2015,"Banner County","05000US31007",0.802
2017,"Washington County, MN","05000US27163",0.802
2016,"Waukesha County, WI","05000US55133",0.802
2015,"Tompkins County, NY","05000US36109",0.801
2017,"Collin County, TX","05000US48085",0.801
2017,"Fairfax County, VA","05000US51059",0.801
2017,"Comanche County","05000US20033",0.801
2016,"Orange County, NC","05000US37135",0.801
2017,"Orange County, NC","05000US37135",0.8
2017,"Davison County","05000US46035",0.8
2015,"Collin County, TX","05000US48085",0.8
2015,"Grant County","05000US31075",0.8
2016,"Collin County, TX","05000US48085",0.8
2017,"District of Columbia, DC","05000US11001",0.8
2016,"Fairfax County, VA","05000US51059",0.799
2016,"Boone County, MO","05000US29019",0.798
2016,"Sarpy County, NE","05000US31153",0.798
2016,"Washington County, MN","05000US27163",0.798
2015,"Washington County, MN","05000US27163",0.798
2017,"Waukesha County, WI","05000US55133",0.798
2017,"Platte County","05000US29165",0.797
2017,"Boone County, MO","05000US29019",0.797
2015,"Fairfax County, VA","05000US51059",0.797
2017,"Logan County","05000US31113",0.796
2016,"Dawes County","05000US31045",0.796
2016,"Ouray County","05000US08091",0.796
2017,"Oakland County, MI","05000US26125",0.795
2017,"Armstrong County","05000US48011",0.795
2017,"Scott County, MN","05000US27139",0.795
2015,"Chittenden County, VT","05000US50007",0.794
2016,"Grant County","05000US31075",0.794
2017,"Montgomery County","05000US51121",0.794
2016,"Scott County, MN","05000US27139",0.793
2015,"Scott County, MN","05000US27139",0.793
2017,"Brookings County","05000US46011",0.792
2017,"Middlesex County, MA","05000US25017",0.792
2016,"Madison County","05000US28089",0.792
2017,"Harding County","05000US46063",0.792
2017,"Chittenden County, VT","05000US50007",0.792
2015,"Smith County","05000US20183",0.791
2017,"Hennepin County, MN","05000US27053",0.791
2015,"Waukesha County, WI","05000US55133",0.791
2016,"District of Columbia, DC","05000US11001",0.791
2016,"Wayne County","05000US31179",0.791
2015,"Mitchell County","05000US20123",0.79
2017,"Pierce County","05000US31139",0.79
2016,"Gunnison County","05000US08051",0.789
2016,"Powder River County","05000US30075",0.789
2016,"Hennepin County, MN","05000US27053",0.789
2017,"Champaign County, IL","05000US17019",0.789
2015,"Orange County, NC","05000US37135",0.789
2015,"Burleigh County","05000US38015",0.789
2016,"Oakland County, MI","05000US26125",0.789
2015,"Gunnison County","05000US08051",0.789
2017,"Olmsted County, MN","05000US27109",0.788
2015,"Billings County","05000US38007",0.787
2017,"Bristol County","05000US44001",0.787
2016,"Montgomery County","05000US51121",0.787
2016,"Stevens County","05000US27149",0.787
2017,"King County, WA","05000US53033",0.787
2016,"Logan County","05000US31113",0.786
2017,"Missoula County, MT","05000US30063",0.786
2015,"Gilpin County","05000US08047",0.786
2015,"Hennepin County, MN","05000US27053",0.786
2015,"Oakland County, MI","05000US26125",0.786
2016,"Pitkin County","05000US08097",0.786
2017,"Pitkin County","05000US08097",0.786
2016,"Middlesex County, MA","05000US25017",0.786
2015,"Boone County, MO","05000US29019",0.786
2016,"Chittenden County, VT","05000US50007",0.786
2015,"Sarpy County, NE","05000US31153",0.785
2015,"Powder River County","05000US30075",0.785
2016,"York County","05000US51199",0.785
2015,"York County","05000US51199",0.785
2015,"Olmsted County, MN","05000US27109",0.785
2015,"Comanche County","05000US20033",0.785
2015,"District of Columbia, DC","05000US11001",0.785
2017,"Oldham County","05000US48359",0.784
2015,"Bremer County","05000US19017",0.784
2016,"Sargent County","05000US38081",0.784
2016,"Blaine County","05000US31009",0.783
2016,"Champaign County, IL","05000US17019",0.783
2017,"Morris County, NJ","05000US34027",0.783
2017,"Powder River County","05000US30075",0.783
2017,"Dakota County, MN","05000US27037",0.783
2017,"Monroe County, IN","05000US18105",0.783
2017,"York County","05000US51199",0.783
2015,"Wayne County","05000US31179",0.782
2017,"Trego County","05000US20195",0.782
2016,"King County, WA","05000US53033",0.782
2015,"Middlesex County, MA","05000US25017",0.782
2017,"Leon County, FL","05000US12073",0.782
2016,"Olmsted County, MN","05000US27109",0.782
2015,"Champaign County, IL","05000US17019",0.782
2015,"Poquoson city","05000US51735",0.781
2016,"Missoula County, MT","05000US30063",0.781
2016,"Leon County, FL","05000US12073",0.781
2016,"Routt County","05000US08107",0.781
2017,"Mineral County","05000US08079",0.781
2017,"Hampshire County, MA","05000US25015",0.781
2016,"Mitchell County","05000US20123",0.781
2016,"Wake County, NC","05000US37183",0.781
2017,"Madison County","05000US28089",0.78
2016,"Boone County","05000US18011",0.78
2015,"Stevens County","05000US27149",0.78
2016,"Utah County, UT","05000US49049",0.78
2017,"Sargent County","05000US38081",0.78
2017,"Montgomery County, PA","05000US42091",0.78
2015,"Monroe County, IN","05000US18105",0.779
2017,"Wake County, NC","05000US37183",0.779
2016,"Montgomery County, PA","05000US42091",0.779
2016,"Bremer County","05000US19017",0.779
2016,"Hampshire County, MA","05000US25015",0.779
2015,"Utah County, UT","05000US49049",0.779
2016,"Oldham County","05000US48359",0.778
2017,"Somerset County, NJ","05000US34035",0.778
2015,"Dakota County, MN","05000US27037",0.777
2017,"Utah County, UT","05000US49049",0.777
2015,"Clay County","05000US46027",0.777
2017,"Bremer County","05000US19017",0.777
2016,"Clay County","05000US20027",0.776
2015,"Wake County, NC","05000US37183",0.776
2015,"King County, WA","05000US53033",0.776
2015,"Bristol County","05000US44001",0.776
2017,"Radford city","05000US51750",0.776
2017,"St. Croix County","05000US55109",0.775
2016,"Platte County","05000US29165",0.775
2017,"Ellis County","05000US20051",0.775
2015,"Madison County","05000US28089",0.775
2016,"Kiowa County","05000US20097",0.774
2015,"Ouray County","05000US08091",0.774
2015,"Platte County","05000US29165",0.774
2017,"Gunnison County","05000US08051",0.774
2017,"Kalamazoo County, MI","05000US26077",0.774
2015,"Clay County","05000US20027",0.774
2017,"La Crosse County, WI","05000US55063",0.774
2016,"Morris County, NJ","05000US34027",0.774
2017,"Wilkin County","05000US27167",0.774
2015,"Leon County, FL","05000US12073",0.774
2015,"Montgomery County, PA","05000US42091",0.773
2016,"Dakota County, MN","05000US27037",0.773
2017,"Ouray County","05000US08091",0.773
2016,"Gilpin County","05000US08047",0.773
2016,"Monroe County, IN","05000US18105",0.773
2017,"Allegheny County, PA","05000US42003",0.772
2016,"Camden County","05000US37029",0.772
2016,"Bristol County","05000US44001",0.772
2015,"Missoula County, MT","05000US30063",0.772
2016,"Clinton County","05000US26037",0.772
2017,"Kent County","05000US48263",0.772
2016,"Burleigh County","05000US38015",0.772
2016,"La Crosse County, WI","05000US55063",0.772
2017,"Montgomery County, MD","05000US24031",0.772
2017,"DuPage County, IL","05000US17043",0.772
2017,"St. Johns County, FL","05000US12109",0.772
2017,"Saratoga County, NY","05000US36091",0.772
2015,"St. Croix County","05000US55109",0.771
2016,"Pierce County","05000US31139",0.771
2015,"Summit County","05000US08117",0.771
2016,"Davis County, UT","05000US49011",0.771
2017,"Placer County, CA","05000US06061",0.771
2016,"Montgomery County, MD","05000US24031",0.771
2015,"Sargent County","05000US38081",0.77
2016,"St. Louis County, MO","05000US29189",0.77
2017,"St. Louis County, MO","05000US29189",0.77
2017,"Clear Creek County","05000US08019",0.77
2016,"Placer County, CA","05000US06061",0.77
2016,"Radford city","05000US51750",0.77
2016,"Wright County, MN","05000US27171",0.77
2017,"Faulk County","05000US46049",0.77
2016,"St. Charles County, MO","05000US29183",0.769
2016,"DuPage County, IL","05000US17043",0.769
2015,"St. Charles County, MO","05000US29183",0.769
2015,"Montgomery County, MD","05000US24031",0.769
2015,"LaMoure County","05000US38045",0.769
2017,"St. Charles County, MO","05000US29183",0.769
2016,"Saratoga County, NY","05000US36091",0.769
2017,"Burleigh County","05000US38015",0.768
2016,"Somerset County, NJ","05000US34035",0.768
2015,"Morris County, NJ","05000US34027",0.768
2017,"Forsyth County, GA","05000US13117",0.768
2015,"DuPage County, IL","05000US17043",0.768
2017,"Columbia County","05000US53013",0.768
2016,"Traverse County","05000US27155",0.768
2016,"Summit County","05000US08117",0.768
2015,"La Plata County","05000US08067",0.768
2017,"Routt County","05000US08107",0.768
2017,"Grant County","05000US31075",0.767
2015,"McLean County, IL","05000US17113",0.767
2017,"Clinton County","05000US26037",0.767
2017,"Wabaunsee County","05000US20197",0.767
2017,"Seward County","05000US31159",0.767
2016,"Lexington city","05000US51678",0.767
2015,"Eddy County","05000US38027",0.767
2017,"Traill County","05000US38097",0.767
2016,"Allegheny County, PA","05000US42003",0.766
2016,"Traill County","05000US38097",0.766
2016,"McLean County, IL","05000US17113",0.766
2017,"Adams County","05000US38001",0.766
2016,"St. Johns County, FL","05000US12109",0.766
2016,"Newport County","05000US44005",0.766
2015,"Placer County, CA","05000US06061",0.765
2017,"Thomas County","05000US20193",0.765
2017,"Holt County","05000US31089",0.765
2017,"Watauga County","05000US37189",0.765
2017,"Douglas County","05000US27041",0.765
2015,"Montgomery County","05000US51121",0.765
2017,"Monroe County","05000US17133",0.765
2016,"San Miguel County","05000US08113",0.765
2017,"Livingston County, MI","05000US26093",0.765
2017,"Kendall County, IL","05000US17093",0.765
2017,"Charlottesville city","05000US51540",0.765
2017,"Davis County, UT","05000US49011",0.765
2016,"Seward County","05000US31159",0.765
2017,"Ingham County, MI","05000US26065",0.764
2015,"Kiowa County","05000US08061",0.764
2015,"Davis County, UT","05000US49011",0.764
2016,"Holt County","05000US31089",0.764
2017,"Linn County, IA","05000US19113",0.764
2015,"Union County","05000US46127",0.764
2017,"Norton city","05000US51720",0.764
2017,"Hunterdon County, NJ","05000US34019",0.764
2015,"Dukes County","05000US25007",0.764
2016,"Ingham County, MI","05000US26065",0.764
2015,"Traill County","05000US38097",0.764
2016,"Oconee County","05000US13219",0.763
2017,"Morgan County","05000US49029",0.763
2015,"Fayette County, GA","05000US13113",0.763
2017,"Newport County","05000US44005",0.763
2016,"Albemarle County, VA","05000US51003",0.763
2015,"Wibaux County","05000US30109",0.763
2015,"St. Louis County, MO","05000US29189",0.763
2017,"Virginia Beach city, VA","05000US51810",0.763
2017,"Oconee County","05000US13219",0.763
2016,"St. Croix County","05000US55109",0.763
2015,"Bergen County, NJ","05000US34003",0.763
2017,"Washington County","05000US31177",0.763
2015,"Greeley County","05000US20071",0.763
2017,"Bergen County, NJ","05000US34003",0.763
2016,"Livingston County, MI","05000US26093",0.762
2017,"McLean County, IL","05000US17113",0.762
2017,"Multnomah County, OR","05000US41051",0.762
2015,"Lancaster County, NE","05000US31109",0.762
2015,"Linn County, IA","05000US19113",0.762
2016,"Douglas County","05000US27041",0.762
2016,"Richland County","05000US38077",0.762
2015,"Hampshire County, MA","05000US25015",0.762
2016,"Armstrong County","05000US48011",0.762
2016,"Brookings County","05000US46011",0.762
2015,"Boone County","05000US18011",0.762
2015,"Saratoga County, NY","05000US36091",0.762
2016,"Davison County","05000US46035",0.762
2017,"Clay County","05000US20027",0.762
2017,"La Plata County","05000US08067",0.761
2017,"Wright County, MN","05000US27171",0.761
2017,"Boone County","05000US18011",0.761
2017,"Teton County","05000US56039",0.761
2015,"Hamilton County","05000US31081",0.761
2017,"Mercer County","05000US38057",0.761
2016,"Harding County","05000US35021",0.761
2016,"Hamilton County","05000US31081",0.761
2016,"La Plata County","05000US08067",0.761
2016,"Virginia Beach city, VA","05000US51810",0.761
2017,"Alachua County, FL","05000US12001",0.76
2015,"Newport County","05000US44005",0.76
2017,"Lafayette County","05000US28071",0.76
2015,"Albemarle County, VA","05000US51003",0.76
2016,"Kalamazoo County, MI","05000US26077",0.76
2015,"Somerset County, NJ","05000US34035",0.76
2017,"Summit County","05000US08117",0.76
2015,"Lewis and Clark County","05000US30049",0.76
2017,"Wood County, OH","05000US39173",0.759
2017,"Oktibbeha County","05000US28105",0.759
2016,"Linn County, IA","05000US19113",0.759
2015,"Livingston County, MI","05000US26093",0.759
2016,"Denton County, TX","05000US48121",0.759
2015,"Virginia Beach city, VA","05000US51810",0.759
2015,"Allegheny County, PA","05000US42003",0.759
2017,"Jefferson County, CO","05000US08059",0.759
2016,"Charlottesville city","05000US51540",0.759
2017,"Cheyenne County","05000US31033",0.759
2015,"La Crosse County, WI","05000US55063",0.758
2016,"Fulton County, GA","05000US13121",0.758
2017,"Fulton County, GA","05000US13121",0.758
2016,"Bergen County, NJ","05000US34003",0.758
2017,"Wallace County","05000US20199",0.758
2016,"Denali Borough","05000US02068",0.758
2016,"Burt County","05000US31021",0.758
2017,"Kiowa County","05000US20097",0.757
2017,"Cavalier County","05000US38019",0.757
2017,"Cook County","05000US27031",0.757
2016,"Morton County","05000US38059",0.757
2017,"Grant County","05000US38037",0.757
2017,"Middlesex County, CT","05000US09007",0.757
2017,"Clay County","05000US46027",0.757
2017,"Albemarle County, VA","05000US51003",0.757
2017,"Grundy County","05000US19075",0.757
2017,"Clay County","05000US27027",0.756
2015,"Fulton County, GA","05000US13121",0.756
2017,"Greene County, OH","05000US39057",0.756
2017,"Lancaster County, NE","05000US31109",0.756
2015,"Denton County, TX","05000US48121",0.756
2017,"Polk County","05000US31143",0.756
2015,"Jackson County","05000US17077",0.756
2016,"Kossuth County","05000US19109",0.756
2016,"Kendall County, IL","05000US17093",0.755
2015,"Grand Forks County","05000US38035",0.755
2015,"Cottle County","05000US48101",0.755
2015,"Wright County, MN","05000US27171",0.755
2015,"St. Johns County, FL","05000US12109",0.755
2015,"Palo Alto County","05000US19147",0.755
2016,"Hunterdon County, NJ","05000US34019",0.755
2016,"Jefferson County, CO","05000US08059",0.754
2017,"Garfield County","05000US53023",0.754
2016,"Stearns County, MN","05000US27145",0.754
2016,"Cheyenne County","05000US31033",0.754
2017,"Santa Clara County, CA","05000US06085",0.754
2015,"Forsyth County, GA","05000US13117",0.754
2016,"Lancaster County, NE","05000US31109",0.754
2016,"Greene County, OH","05000US39057",0.754
2016,"Smith County","05000US20183",0.754
2015,"Clinton County","05000US26037",0.753
2017,"Lewis and Clark County","05000US30049",0.753
2017,"Traverse County","05000US27155",0.753
2017,"Frontier County","05000US31063",0.753
2015,"Radford city","05000US51750",0.753
2017,"Smith County","05000US20183",0.753
2017,"Gilpin County","05000US08047",0.753
2015,"Alachua County, FL","05000US12001",0.753
2016,"Alachua County, FL","05000US12001",0.753
2017,"Denton County, TX","05000US48121",0.753
2016,"Forsyth County, GA","05000US13117",0.753
2017,"Jackson County","05000US17077",0.752
2017,"Albany County, NY","05000US36001",0.752
2016,"New Hanover County, NC","05000US37129",0.752
2017,"Williamsburg city","05000US51830",0.752
2017,"Cedar County","05000US31027",0.752
2017,"Chester County, PA","05000US42029",0.752
2015,"Chester County, PA","05000US42029",0.752
2016,"Multnomah County, OR","05000US41051",0.752
2015,"Charlottesville city","05000US51540",0.752
2017,"Palo Alto County","05000US19147",0.752
2017,"Shelby County","05000US19165",0.752
2015,"Morton County","05000US38059",0.752
2017,"Hamilton County","05000US31081",0.752
2015,"Kalamazoo County, MI","05000US26077",0.752
2016,"Kent County","05000US48263",0.752
2017,"Marin County, CA","05000US06041",0.751
2015,"Kendall County, IL","05000US17093",0.751
2015,"Cavalier County","05000US38019",0.751
2016,"Grand Forks County","05000US38035",0.751
2017,"Winneshiek County","05000US19191",0.751
2016,"Oktibbeha County","05000US28105",0.751
2015,"Jefferson County, CO","05000US08059",0.751
2016,"Clear Creek County","05000US08019",0.751
2017,"Juneau City and Borough","05000US02110",0.751
2016,"Chattahoochee County","05000US13053",0.751
2015,"Marion County","05000US19125",0.75
2017,"Hendricks County, IN","05000US18063",0.75
2017,"Frederick County, MD","05000US24021",0.75
2016,"Chester County, PA","05000US42029",0.75
2017,"DeKalb County, IL","05000US17037",0.75
2016,"LaMoure County","05000US38045",0.75
2016,"Sheridan County","05000US38083",0.75
2015,"Albany County, NY","05000US36001",0.749
2015,"Ellis County","05000US20051",0.749
2015,"Scott County, IA","05000US19163",0.749
2017,"Stearns County, MN","05000US27145",0.749
2015,"New Hanover County, NC","05000US37129",0.749
2015,"Oktibbeha County","05000US28105",0.749
2017,"Piatt County","05000US17147",0.749
2016,"Union County","05000US46127",0.749
2015,"San Miguel County","05000US08113",0.749
2015,"Juneau City and Borough","05000US02110",0.749
2016,"Fayette County, GA","05000US13113",0.748
2016,"Ellis County","05000US20051",0.748
2015,"Jefferson County","05000US30043",0.748
2016,"Middlesex County, CT","05000US09007",0.748
2016,"Clay County","05000US27027",0.748
2017,"San Mateo County, CA","05000US06081",0.748
2016,"Williamson County, TX","05000US48491",0.748
2016,"Butler County","05000US20015",0.748
2015,"Nicollet County","05000US27103",0.748
2016,"Trego County","05000US20195",0.748
2017,"Fayette County, KY","05000US21067",0.747
2017,"Mitchell County","05000US20123",0.747
2017,"Jefferson County","05000US30043",0.747
2017,"Fort Bend County, TX","05000US48157",0.747
2016,"Lewis and Clark County","05000US30049",0.747
2017,"Emmons County","05000US38029",0.747
2016,"Santa Clara County, CA","05000US06085",0.747
2015,"Phelps County","05000US31137",0.747
2017,"Fayette County, GA","05000US13113",0.747
2016,"Washington County","05000US31177",0.747
2017,"El Paso County, CO","05000US08041",0.747
2016,"Cass County","05000US31025",0.747
2015,"Cheyenne County","05000US31033",0.747
2016,"Rockingham County, NH","05000US33015",0.746
2017,"Cass County","05000US31025",0.746
2016,"Marion County","05000US19125",0.746
2015,"Storey County","05000US32029",0.746
2015,"Winneshiek County","05000US19191",0.746
2017,"Rockingham County, NH","05000US33015",0.746
2015,"Hunterdon County, NJ","05000US34019",0.746
2015,"Ingham County, MI","05000US26065",0.746
2015,"Washington County, RI","05000US44009",0.746
2017,"New Hanover County, NC","05000US37129",0.746
2017,"Ada County, ID","05000US16001",0.746
2016,"Wabaunsee County","05000US20197",0.746
2016,"Sherburne County","05000US27141",0.746
2015,"Thomas County","05000US20193",0.745
2017,"Washington County, RI","05000US44009",0.745
2015,"Ward County","05000US38101",0.745
2016,"Teton County","05000US56039",0.745
2016,"Marin County, CA","05000US06041",0.745
2017,"Cumberland County, ME","05000US23005",0.745
2017,"Warren County, OH","05000US39165",0.745
2016,"Sheridan County","05000US56033",0.744
2017,"Jefferson County","05000US19101",0.744
2015,"Shelby County, AL","05000US01117",0.744
2015,"Polk County","05000US31143",0.744
2015,"Brookings County","05000US46011",0.744
2015,"Williamson County, TX","05000US48491",0.744
2016,"Washington County, RI","05000US44009",0.744
2016,"Clay County","05000US46027",0.744
2016,"Wood County, OH","05000US39173",0.744
2016,"Pottawatomie County","05000US20149",0.744
2015,"Denali Borough","05000US02068",0.744
2016,"Albany County, NY","05000US36001",0.744
2016,"Jackson County","05000US17077",0.744
2017,"Graham County","05000US20065",0.744
2017,"Grand Forks County","05000US38035",0.743
2017,"Ottawa County","05000US20143",0.743
2016,"San Mateo County, CA","05000US06081",0.743
2017,"St. Louis County, MN","05000US27137",0.743
2016,"El Paso County, CO","05000US08041",0.743
2016,"Palo Alto County","05000US19147",0.743
2017,"Nicollet County","05000US27103",0.743
2015,"Multnomah County, OR","05000US41051",0.743
2016,"Juneau City and Borough","05000US02110",0.742
2015,"Oconee County","05000US13219",0.742
2016,"Winneshiek County","05000US19191",0.742
2016,"Cumberland County, ME","05000US23005",0.742
2016,"Frederick County, MD","05000US24021",0.742
2016,"Scott County, IA","05000US19163",0.742
2015,"Stearns County, MN","05000US27145",0.742
2017,"Antelope County","05000US31003",0.741
2017,"Columbia County, GA","05000US13073",0.741
2016,"Graham County","05000US20065",0.741
2017,"Williamson County, TX","05000US48491",0.741
2015,"Ada County, ID","05000US16001",0.741
2017,"Nassau County, NY","05000US36059",0.741
2016,"Nicollet County","05000US27103",0.741
2017,"Randall County, TX","05000US48381",0.741
2017,"Sherburne County","05000US27141",0.741
2017,"Shelby County, AL","05000US01117",0.74
2015,"El Paso County, CO","05000US08041",0.74
2015,"Santa Clara County, CA","05000US06085",0.74
2016,"Shelby County, AL","05000US01117",0.74
2017,"Marion County","05000US19125",0.74
2017,"Oliver County","05000US38065",0.74
2017,"Nemaha County","05000US31127",0.74
2015,"Brown County","05000US31017",0.74
2016,"Warren County","05000US19181",0.74
2015,"Greene County, OH","05000US39057",0.74
2017,"Seminole County, FL","05000US12117",0.74
2016,"Hanover County, VA","05000US51085",0.739
2015,"Oliver County","05000US38065",0.739
2015,"Richland County","05000US38077",0.739
2015,"Holt County","05000US31089",0.739
2016,"Williamsburg city","05000US51830",0.739
2016,"Watauga County","05000US37189",0.739
2016,"Ada County, ID","05000US16001",0.739
2015,"Douglas County","05000US27041",0.739
2016,"Hayes County","05000US31085",0.738
2016,"DeKalb County, IL","05000US17037",0.738
2017,"Sitka City and Borough","05000US02220",0.738
2015,"Williamsburg city","05000US51830",0.738
2015,"San Mateo County, CA","05000US06081",0.738
2017,"Kossuth County","05000US19109",0.738
2015,"Sherburne County","05000US27141",0.738
2017,"Garfield County","05000US31071",0.738
2015,"Logan County","05000US38047",0.738
2015,"Harding County","05000US46063",0.738
2015,"Pierce County","05000US31139",0.738
2016,"Thomas County","05000US31171",0.738
2017,"Washington County, WI","05000US55131",0.738
2015,"Wallace County","05000US20199",0.738
2017,"Lexington city","05000US51678",0.737
2015,"Petroleum County","05000US30069",0.737
2017,"Blue Earth County","05000US27013",0.737
2015,"Trego County","05000US20195",0.737
2016,"Storey County","05000US32029",0.737
2016,"Dukes County","05000US25007",0.737
2016,"Dundy County","05000US31057",0.737
2017,"Chase County","05000US31029",0.737
2015,"Marin County, CA","05000US06041",0.737
2015,"Jefferson County","05000US19101",0.736
2016,"Cobb County, GA","05000US13067",0.736
2015,"Chattahoochee County","05000US13053",0.736
