year,geo_name,geo,some_college
2017,"Johnston County, NC","05000US37101",0.585
2017,"Pike County","05000US01109",0.585
2017,"Sarasota County, FL","05000US12115",0.585
2017,"Cass County","05000US19029",0.585
2016,"Morrill County","05000US31123",0.585
2017,"Roanoke city, VA","05000US51770",0.585
2017,"Bonner County","05000US16017",0.585
2015,"Meade County","05000US21163",0.585
2015,"Vigo County, IN","05000US18167",0.585
2016,"Dearborn County","05000US18029",0.585
2017,"Boyle County","05000US21021",0.585
2017,"Elko County","05000US32007",0.585
2015,"Lowndes County","05000US28087",0.585
2016,"Sarasota County, FL","05000US12115",0.585
2015,"Potter County","05000US46107",0.585
2015,"Millard County","05000US49027",0.584
2015,"Norman County","05000US27107",0.584
2016,"Orange County","05000US50017",0.584
2015,"Essex County, NJ","05000US34013",0.584
2016,"Cherokee County","05000US40021",0.584
2015,"Boyd County","05000US31015",0.584
2015,"Sumner County","05000US20191",0.584
2015,"Iron County","05000US26071",0.584
2015,"Pickens County, SC","05000US45077",0.584
2017,"Muskegon County, MI","05000US26121",0.584
2015,"Lapeer County","05000US26087",0.584
2016,"Knox County","05000US18083",0.584
2016,"Noble County","05000US40103",0.584
2015,"Clayton County","05000US19043",0.584
2015,"Wayne County, NC","05000US37191",0.584
2015,"Hancock County","05000US28045",0.584
2016,"Todd County","05000US27153",0.584
2015,"Hodgeman County","05000US20083",0.584
2015,"Stillwater County","05000US30095",0.584
2016,"Cayuga County","05000US36011",0.584
2017,"Kanabec County","05000US27065",0.584
2017,"Box Elder County","05000US49003",0.584
2016,"Dolores County","05000US08033",0.584
2016,"Georgetown County","05000US45043",0.584
2016,"Vigo County, IN","05000US18167",0.584
2016,"Sumter County, SC","05000US45085",0.584
2016,"Sevier County","05000US49041",0.584
2016,"Santa Fe County, NM","05000US35049",0.584
2017,"Jackson County, MI","05000US26075",0.584
2015,"Goochland County","05000US51075",0.584
2015,"Craighead County, AR","05000US05031",0.584
2016,"Putnam County","05000US17155",0.584
2015,"Claiborne County","05000US28021",0.584
2017,"Jim Hogg County","05000US48247",0.584
2016,"Platte County","05000US56031",0.583
2017,"Gillespie County","05000US48171",0.583
2015,"Chemung County","05000US36015",0.583
2017,"Mercer County","05000US39107",0.583
2017,"Santa Fe County, NM","05000US35049",0.583
2017,"Polk County","05000US29167",0.583
2017,"Burnett County","05000US55013",0.583
2016,"Kanabec County","05000US27065",0.583
2017,"Rice County","05000US20159",0.583
2015,"Brule County","05000US46015",0.583
2015,"Coahoma County","05000US28027",0.583
2016,"Wilson County","05000US48493",0.583
2016,"Clarke County","05000US19039",0.583
2016,"Washington County, AR","05000US05143",0.583
2015,"Marion County","05000US17121",0.583
2016,"Miami-Dade County, FL","05000US12086",0.583
2016,"Calhoun County, MI","05000US26025",0.583
2016,"Walton County","05000US12131",0.583
2016,"Blaine County","05000US30005",0.583
2017,"Philadelphia County, PA","05000US42101",0.583
2017,"Sullivan County","05000US33019",0.583
2015,"LaSalle County, IL","05000US17099",0.583
2015,"Benton County, AR","05000US05007",0.583
2016,"Humboldt County","05000US19091",0.583
2016,"Big Horn County","05000US56003",0.583
2015,"Teton County","05000US30099",0.583
2015,"Spotsylvania County, VA","05000US51177",0.583
2016,"Sandusky County","05000US39143",0.583
2016,"Indian River County, FL","05000US12061",0.582
2017,"Seneca County","05000US39147",0.582
2016,"Custer County","05000US16037",0.582
2015,"Volusia County, FL","05000US12127",0.582
2015,"Putnam County","05000US17155",0.582
2015,"Atchison County","05000US20005",0.582
2016,"Rockdale County","05000US13247",0.582
2015,"San Miguel County","05000US35047",0.582
2016,"Newton County","05000US28101",0.582
2015,"Miami County, OH","05000US39109",0.582
2017,"Gilliam County","05000US41021",0.582
2016,"Erie County, PA","05000US42049",0.582
2016,"Columbia County","05000US05027",0.582
2015,"Menominee County","05000US55078",0.582
2016,"Box Elder County","05000US49003",0.582
2015,"Harrisonburg city","05000US51660",0.582
2017,"Boone County","05000US05009",0.582
2015,"Throckmorton County","05000US48447",0.582
2016,"Mobile County, AL","05000US01097",0.582
2016,"Conejos County","05000US08021",0.582
2016,"Harrison County, MS","05000US28047",0.582
2017,"Sharkey County","05000US28125",0.582
2015,"Mercer County","05000US39107",0.582
2016,"Greenwood County","05000US20073",0.582
2015,"Taylor County","05000US19173",0.582
2017,"Lake County","05000US30047",0.582
2016,"Austin County","05000US48015",0.582
2015,"Jackson County","05000US19097",0.581
2015,"Klamath County","05000US41035",0.581
2017,"Cherokee County","05000US37039",0.581
2017,"Indiana County","05000US42063",0.581
2017,"Grayson County, TX","05000US48181",0.581
2017,"Winnebago County, IL","05000US17201",0.581
2015,"Lauderdale County","05000US28075",0.581
2017,"Marion County","05000US20115",0.581
2015,"Marshall County","05000US21157",0.581
2017,"Spencer County","05000US18147",0.581
2015,"Richland County","05000US30083",0.581
2016,"Pulaski County","05000US17153",0.581
2017,"Delta County","05000US48119",0.581
2016,"Bureau County","05000US17011",0.581
2016,"Bonner County","05000US16017",0.581
2016,"Union County","05000US41061",0.581
2017,"Ellis County, TX","05000US48139",0.581
2017,"Sandusky County","05000US39143",0.581
2015,"Lafayette County","05000US55065",0.581
2015,"Somervell County","05000US48425",0.581
2016,"Spartanburg County, SC","05000US45083",0.581
2017,"Napa County, CA","05000US06055",0.581
2016,"Dimmit County","05000US48127",0.581
2016,"Huntington County","05000US18069",0.581
2016,"Nueces County, TX","05000US48355",0.581
2017,"Martinsville city","05000US51690",0.581
2016,"Harrisonburg city","05000US51660",0.581
2015,"Sarasota County, FL","05000US12115",0.58
2015,"Robertson County","05000US21201",0.58
2016,"Menard County","05000US17129",0.58
2015,"Twin Falls County","05000US16083",0.58
2017,"Kingfisher County","05000US40073",0.58
2017,"Marion County","05000US54049",0.58
2016,"Hitchcock County","05000US31087",0.58
2016,"Schoharie County","05000US36095",0.58
2016,"Schuyler County","05000US36097",0.58
2016,"Saline County","05000US17165",0.58
2017,"Cambria County, PA","05000US42021",0.58
2017,"Middlesex County","05000US51119",0.58
2017,"Mackinac County","05000US26097",0.58
2015,"Mecosta County","05000US26107",0.58
2016,"Haywood County","05000US37087",0.58
2016,"Blanco County","05000US48031",0.58
2015,"Van Wert County","05000US39161",0.58
2016,"Aiken County, SC","05000US45003",0.58
2015,"Wilson County","05000US48493",0.58
2015,"Gillespie County","05000US48171",0.58
2017,"Thomas County","05000US13275",0.58
2015,"Monroe County","05000US55081",0.58
2015,"Campbell County","05000US46021",0.58
2015,"Box Elder County","05000US49003",0.58
2015,"Deuel County","05000US46039",0.58
2016,"Alamosa County","05000US08003",0.58
2016,"Sweet Grass County","05000US30097",0.58
2016,"Lincoln County","05000US30053",0.58
2017,"Madison County, TN","05000US47113",0.58
2016,"Warren County","05000US29219",0.58
2016,"Newton County","05000US29145",0.58
2017,"Marion County","05000US29127",0.58
2015,"Plumas County","05000US06063",0.579
2017,"Amelia County","05000US51007",0.579
2016,"Coryell County","05000US48099",0.579
2015,"Marshall County","05000US19127",0.579
2017,"Morton County","05000US20129",0.579
2017,"Henderson County","05000US21101",0.579
2015,"Cambria County, PA","05000US42021",0.579
2016,"Howard County","05000US18067",0.579
2015,"Clay County","05000US48077",0.579
2016,"Currituck County","05000US37053",0.579
2016,"Clark County","05000US05019",0.579
2015,"Hampden County, MA","05000US25013",0.579
2016,"Lauderdale County","05000US28075",0.579
2017,"Ketchikan Gateway Borough","05000US02130",0.579
2017,"Stillwater County","05000US30095",0.579
2016,"Gentry County","05000US29075",0.579
2016,"Webster County","05000US28155",0.579
2015,"Monroe County","05000US12087",0.579
2016,"Meade County","05000US20119",0.579
2016,"Cameron Parish","05000US22023",0.579
2016,"Cowlitz County, WA","05000US53015",0.579
2015,"Rock County, WI","05000US55105",0.579
2015,"Schoharie County","05000US36095",0.579
2016,"Martin County","05000US18101",0.579
2016,"Swain County","05000US37173",0.579
2015,"Kewaunee County","05000US55061",0.579
2017,"Rosebud County","05000US30087",0.578
2015,"Clarke County","05000US19039",0.578
2016,"Marion County","05000US54049",0.578
2016,"Jefferson Parish, LA","05000US22051",0.578
2015,"Shelby County","05000US21211",0.578
2016,"Erath County","05000US48143",0.578
2017,"Richmond County, GA","05000US13245",0.578
2016,"Beaver County","05000US49001",0.578
2016,"Pickens County, SC","05000US45077",0.578
2017,"Dickens County","05000US48125",0.578
2017,"Kershaw County","05000US45055",0.578
2016,"Otero County","05000US08089",0.578
2016,"Person County","05000US37145",0.578
2016,"Pamlico County","05000US37137",0.578
2017,"Harris County, TX","05000US48201",0.578
2015,"Jackson County, MS","05000US28059",0.578
2015,"Woodbury County, IA","05000US19193",0.578
2015,"Wheeler County","05000US31183",0.578
2017,"Macon County","05000US37113",0.578
2017,"Lincoln County","05000US37109",0.578
2017,"Caldwell County","05000US21033",0.578
2015,"Washington County","05000US40147",0.578
2016,"Van Buren County","05000US19177",0.578
2016,"Columbus County","05000US37047",0.578
2015,"Klickitat County","05000US53039",0.578
2016,"Windham County, CT","05000US09015",0.578
2017,"Volusia County, FL","05000US12127",0.578
2017,"Choctaw County","05000US28019",0.578
2015,"Lincoln County","05000US35027",0.578
2016,"Richland County","05000US30083",0.577
2016,"Hancock County","05000US28045",0.577
2016,"Pike County","05000US13231",0.577
2016,"Muskegon County, MI","05000US26121",0.577
2015,"Menard County","05000US17129",0.577
2017,"Cherokee County","05000US40021",0.577
2017,"LaSalle County, IL","05000US17099",0.577
2017,"Barry County","05000US26015",0.577
2015,"Latimer County","05000US40077",0.577
2017,"Dickinson County","05000US26043",0.577
2016,"San Miguel County","05000US35047",0.577
2016,"Alamance County, NC","05000US37001",0.577
2015,"Rio Grande County","05000US08105",0.577
2016,"Josephine County","05000US41033",0.577
2016,"Mathews County","05000US51115",0.577
2017,"Hancock County","05000US54029",0.577
2015,"Randolph County","05000US05121",0.577
2016,"Stevens County","05000US53065",0.577
2017,"Johnson County","05000US56019",0.577
2016,"Carter County","05000US29035",0.577
2016,"Stanton County","05000US20187",0.577
2016,"Martinsville city","05000US51690",0.577
2016,"Campbell County","05000US51031",0.577
2017,"Bamberg County","05000US45009",0.577
2017,"Elmore County","05000US16039",0.577
2015,"Custer County","05000US16037",0.577
2016,"Essex County","05000US36031",0.577
2016,"Maury County","05000US47119",0.577
2017,"Iroquois County","05000US17075",0.577
2015,"Warren County","05000US29219",0.577
2015,"Fluvanna County","05000US51065",0.577
2016,"Pike County","05000US01109",0.577
2015,"Whitley County","05000US18183",0.577
2015,"Lee County","05000US13177",0.577
2016,"Ferry County","05000US53019",0.577
2016,"Yankton County","05000US46135",0.577
2016,"Hutchinson County","05000US48233",0.577
2015,"Napa County, CA","05000US06055",0.577
2015,"Miami-Dade County, FL","05000US12086",0.577
2017,"St. Charles Parish","05000US22089",0.577
2015,"Skagit County, WA","05000US53057",0.577
2016,"Decatur County","05000US19053",0.577
2015,"Jefferson County","05000US31095",0.576
2017,"Henry County","05000US01067",0.576
2016,"Stanly County","05000US37167",0.576
2015,"Person County","05000US37145",0.576
2015,"Bamberg County","05000US45009",0.576
2017,"Garland County","05000US05051",0.576
2015,"Saline County","05000US31151",0.576
2015,"Lauderdale County","05000US01077",0.576
2015,"McLennan County, TX","05000US48309",0.576
2017,"Van Buren County","05000US26159",0.576
2017,"Randolph County","05000US18135",0.576
2017,"Jones County","05000US37103",0.576
2016,"Manassas Park city","05000US51685",0.576
2017,"Caddo Parish, LA","05000US22017",0.576
2017,"Martin County, FL","05000US12085",0.576
2016,"Woodford County","05000US21239",0.576
2016,"Carroll County","05000US28015",0.576
2016,"Howard County","05000US31093",0.576
2015,"Huntington County","05000US18069",0.576
2015,"Erie County, PA","05000US42049",0.576
2015,"Washington County, AR","05000US05143",0.576
2016,"Roanoke city, VA","05000US51770",0.576
2015,"Lyon County","05000US20111",0.576
2016,"Morgan County","05000US17137",0.576
2017,"Prince Edward County","05000US51147",0.576
2016,"Lincoln County","05000US35027",0.576
2016,"Gogebic County","05000US26053",0.576
2017,"Rockdale County","05000US13247",0.576
2017,"Nueces County, TX","05000US48355",0.576
2016,"Chase County","05000US20017",0.576
2016,"Lumpkin County","05000US13187",0.576
2016,"Tuscola County","05000US26157",0.575
2017,"Cass County","05000US26027",0.575
2016,"Harrison County","05000US18061",0.575
2017,"Nacogdoches County","05000US48347",0.575
2016,"Twin Falls County","05000US16083",0.575
2015,"Plaquemines Parish","05000US22075",0.575
2016,"St. Lawrence County, NY","05000US36089",0.575
2017,"Schoharie County","05000US36095",0.575
2016,"Meade County","05000US21163",0.575
2017,"Yamhill County, OR","05000US41071",0.575
2017,"Hamlin County","05000US46057",0.575
2016,"Delaware County","05000US19055",0.575
2017,"Santa Barbara County, CA","05000US06083",0.575
2017,"Ballard County","05000US21007",0.575
2015,"Berrien County","05000US13019",0.575
2015,"Mobile County, AL","05000US01097",0.575
2015,"Santa Fe County, NM","05000US35049",0.575
2015,"Alamance County, NC","05000US37001",0.575
2015,"Knox County","05000US17095",0.575
2016,"King William County","05000US51101",0.575
2015,"Mower County","05000US27099",0.575
2016,"Kimble County","05000US48267",0.575
2016,"Warren County","05000US28149",0.575
2015,"Indiana County","05000US42063",0.575
2015,"Jones County","05000US46075",0.575
2016,"Pike County","05000US17149",0.575
2016,"Winnebago County, IL","05000US17201",0.574
2016,"Hamlin County","05000US46057",0.574
2017,"Austin County","05000US48015",0.574
2017,"Clark County, OH","05000US39023",0.574
2016,"Choctaw County","05000US28019",0.574
2016,"Claiborne County","05000US28021",0.574
2015,"Seminole County","05000US13253",0.574
2015,"Dubois County","05000US18037",0.574
2017,"Dearborn County","05000US18029",0.574
2016,"Napa County, CA","05000US06055",0.574
2017,"Goliad County","05000US48175",0.574
2015,"Aiken County, SC","05000US45003",0.574
2016,"Washington County","05000US39167",0.574
2015,"Box Butte County","05000US31013",0.574
2017,"Bourbon County","05000US21017",0.574
2015,"Hood County","05000US48221",0.574
2017,"Indian River County, FL","05000US12061",0.574
2015,"Orange County","05000US50017",0.574
2015,"Garfield County","05000US30033",0.574
2016,"Kaufman County, TX","05000US48257",0.574
2016,"Dodge County","05000US55027",0.574
2017,"Walton County","05000US12131",0.574
2015,"Powhatan County","05000US51145",0.574
2016,"Volusia County, FL","05000US12127",0.574
2016,"Wells County","05000US18179",0.574
2017,"Saline County","05000US17165",0.574
2015,"Benzie County","05000US26019",0.574
2017,"Osceola County","05000US19143",0.574
2016,"Muscatine County","05000US19139",0.574
2016,"Hood River County","05000US41027",0.574
2015,"Curry County","05000US41015",0.574
2016,"Skagit County, WA","05000US53057",0.574
2015,"West Baton Rouge Parish","05000US22121",0.574
2017,"Coos County","05000US33007",0.574
2015,"Juab County","05000US49023",0.574
2015,"Santa Barbara County, CA","05000US06083",0.573
2016,"Lander County","05000US32015",0.573
2015,"Perry County","05000US17145",0.573
2015,"Indian River County, FL","05000US12061",0.573
2016,"Craig County","05000US51045",0.573
2017,"Craig County","05000US51045",0.573
2016,"St. Charles Parish","05000US22089",0.573
2016,"Caddo Parish, LA","05000US22017",0.573
2015,"Clark County","05000US21049",0.573
2017,"Grady County","05000US40051",0.573
2016,"Doniphan County","05000US20043",0.573
2015,"Lucas County","05000US19117",0.573
2016,"Southampton County","05000US51175",0.573
2016,"Anderson County, SC","05000US45007",0.573
2017,"Dolores County","05000US08033",0.573
2016,"Cullman County","05000US01043",0.572
2016,"Throckmorton County","05000US48447",0.572
2015,"Tuscola County","05000US26157",0.572
2015,"Wexford County","05000US26165",0.572
2017,"Van Wert County","05000US39161",0.572
2015,"Anderson County, SC","05000US45007",0.572
2016,"Franklin County","05000US51067",0.572
2015,"Ravalli County","05000US30081",0.572
2017,"Natchitoches Parish","05000US22069",0.572
2017,"Houston County, AL","05000US01069",0.572
2016,"Ellis County, TX","05000US48139",0.572
2017,"Doniphan County","05000US20043",0.572
2016,"Chaffee County","05000US08015",0.572
2016,"Columbia County","05000US41009",0.572
2017,"Bond County","05000US17005",0.572
2017,"Columbia County","05000US05027",0.572
2017,"Chenango County","05000US36017",0.572
2015,"Ste. Genevieve County","05000US29186",0.572
2015,"Marion County","05000US54049",0.572
2015,"Iroquois County","05000US17075",0.572
2017,"Schuyler County","05000US36097",0.572
2015,"Sweetwater County","05000US56037",0.572
2017,"Dougherty County","05000US13095",0.572
2017,"Pittsylvania County","05000US51143",0.572
2016,"Irion County","05000US48235",0.572
2016,"Warren County","05000US17187",0.572
2016,"Clark County","05000US21049",0.572
2015,"Christian County","05000US21047",0.572
2015,"Donley County","05000US48129",0.572
2016,"Garfield County","05000US08045",0.572
2015,"Boyle County","05000US21021",0.572
2015,"Spartanburg County, SC","05000US45083",0.571
2015,"Mono County","05000US06051",0.571
2016,"Tuolumne County","05000US06109",0.571
2015,"Glynn County","05000US13127",0.571
2017,"Lewis County","05000US16061",0.571
2016,"Iroquois County","05000US17075",0.571
2017,"Harrison County","05000US18061",0.571
2015,"Muscatine County","05000US19139",0.571
2017,"Muscatine County","05000US19139",0.571
2017,"Taylor County","05000US19173",0.571
2017,"Brown County","05000US20013",0.571
2017,"Franklin County","05000US21073",0.571
2017,"Iosco County","05000US26069",0.571
2016,"Wexford County","05000US26165",0.571
2016,"Cooper County","05000US29053",0.571
2016,"Ravalli County","05000US30081",0.571
2017,"Richland County","05000US30083",0.571
2015,"Morrill County","05000US31123",0.571
2016,"Valley County","05000US31175",0.571
2015,"Lander County","05000US32015",0.571
2015,"Schuyler County","05000US36097",0.571
2017,"Columbia County","05000US41009",0.571
2015,"Lawrence County","05000US42073",0.571
2017,"Kaufman County, TX","05000US48257",0.571
2015,"Kerr County","05000US48265",0.571
2016,"Kerr County","05000US48265",0.571
2017,"Scott County","05000US51169",0.571
2017,"Lewis County","05000US53041",0.571
2016,"Harrison County","05000US54033",0.571
2017,"Dodge County","05000US55027",0.571
2016,"Washakie County","05000US56043",0.571
2017,"Prowers County","05000US08099",0.57
2015,"Cecil County, MD","05000US24015",0.57
2017,"Florence County, SC","05000US45041",0.57
2016,"Howard County","05000US19089",0.57
2015,"Coryell County","05000US48099",0.57
2016,"Wichita County, TX","05000US48485",0.57
2015,"Blanco County","05000US48031",0.57
2016,"Colbert County","05000US01033",0.57
2017,"Chambers County","05000US48071",0.57
2017,"Wexford County","05000US26165",0.57
2016,"Harris County, TX","05000US48201",0.57
2017,"Grand County","05000US49019",0.57
2017,"Pamlico County","05000US37137",0.57
2015,"Uinta County","05000US56041",0.57
2015,"Cape May County","05000US34009",0.57
2017,"Shelby County","05000US21211",0.57
2015,"Nueces County, TX","05000US48355",0.57
2015,"Worth County","05000US29227",0.57
2015,"Lumpkin County","05000US13187",0.57
2015,"Muskegon County, MI","05000US26121",0.57
2015,"Harrison County","05000US18061",0.57
2015,"Caddo Parish, LA","05000US22017",0.57
2015,"Warren County","05000US28149",0.57
2016,"Uinta County","05000US56041",0.57
2015,"Franklin County","05000US50011",0.57
2015,"Ballard County","05000US21007",0.57
2017,"Mercer County","05000US54055",0.57
2017,"Surry County","05000US51181",0.569
2017,"Deuel County","05000US46039",0.569
2016,"Stutsman County","05000US38093",0.569
2017,"Rockbridge County","05000US51163",0.569
2017,"Broadwater County","05000US30007",0.569
2017,"Decatur County","05000US18031",0.569
2015,"Jackson County","05000US48239",0.569
2016,"Jefferson County","05000US17081",0.569
2016,"Clark County","05000US46025",0.569
2017,"Gogebic County","05000US26053",0.569
2017,"Knox County","05000US17095",0.569
2015,"Jefferson Parish, LA","05000US22051",0.569
2015,"Coleman County","05000US48083",0.569
2016,"Madison County, TN","05000US47113",0.569
2017,"Howard County","05000US19089",0.569
2015,"Seneca County","05000US36099",0.569
2015,"Jones County","05000US37103",0.569
2016,"Dougherty County","05000US13095",0.569
2016,"Chambers County","05000US48071",0.569
2017,"Claiborne County","05000US28021",0.569
2017,"Payette County","05000US16075",0.569
2015,"Montour County","05000US42093",0.569
2016,"Seneca County","05000US39147",0.569
2015,"Hutchinson County","05000US48233",0.569
2015,"Kanabec County","05000US27065",0.569
2015,"Chaffee County","05000US08015",0.569
2015,"Pike County","05000US13231",0.569
2015,"Washington County","05000US39167",0.569
2017,"Seneca County","05000US36099",0.569
2017,"Osceola County, FL","05000US12097",0.568
2017,"Harrison County","05000US54033",0.568
2017,"Newton County","05000US29145",0.568
2016,"Mason County","05000US54053",0.568
2015,"Blaine County","05000US30005",0.568
2016,"Lyon County","05000US20111",0.568
2016,"Kay County","05000US40071",0.568
2017,"Josephine County","05000US41033",0.568
2016,"Santa Barbara County, CA","05000US06083",0.568
2017,"Upshur County","05000US48459",0.568
2015,"Winchester city","05000US51840",0.568
2016,"Philadelphia County, PA","05000US42101",0.568
2015,"Wells County","05000US18179",0.568
2015,"Camden County","05000US29029",0.568
2015,"Clark County","05000US29045",0.568
2017,"Vermillion County","05000US18165",0.568
2016,"Martin County, FL","05000US12085",0.568
2017,"Garfield County","05000US08045",0.568
2015,"Georgetown County","05000US45043",0.568
2017,"Clay County","05000US48077",0.568
2017,"Pike County","05000US05109",0.568
2017,"Callahan County","05000US48059",0.568
2017,"Tunica County","05000US28143",0.568
2017,"Amador County","05000US06005",0.568
2017,"Huntington County","05000US18069",0.568
2015,"Osceola County","05000US19143",0.568
2015,"Barron County","05000US55005",0.568
2016,"Bandera County","05000US48019",0.568
2017,"Stokes County","05000US37169",0.568
2016,"Van Buren County","05000US26159",0.568
2015,"Henry County","05000US39069",0.568
2016,"Knox County","05000US17095",0.568
2016,"Avery County","05000US37011",0.567
2015,"St. Lawrence County, NY","05000US36089",0.567
2016,"Canyon County, ID","05000US16027",0.567
2017,"Clarke County","05000US19039",0.567
2017,"Hyde County","05000US46069",0.567
2015,"Mackinac County","05000US26097",0.567
2016,"Marshall County","05000US19127",0.567
2015,"Columbus County","05000US37047",0.567
2016,"Lyman County","05000US46085",0.567
2017,"Las Animas County","05000US08071",0.567
2017,"Bureau County","05000US17011",0.567
2016,"York County, PA","05000US42133",0.567
2015,"Comanche County, OK","05000US40031",0.567
2016,"Catawba County, NC","05000US37035",0.567
2015,"Cass County","05000US19029",0.567
2017,"Knox County","05000US23013",0.567
2016,"Lawrence County","05000US28077",0.567
2017,"Defiance County","05000US39039",0.567
2017,"Webster County","05000US28155",0.567
2015,"Newton County","05000US29145",0.567
2016,"Effingham County","05000US13103",0.567
2017,"Grant County","05000US46051",0.567
2017,"Cowlitz County, WA","05000US53015",0.567
2017,"Columbus County","05000US37047",0.567
2017,"Lycoming County, PA","05000US42081",0.567
2016,"Atlantic County, NJ","05000US34001",0.567
2015,"Campbell County","05000US51031",0.567
2016,"Atchison County","05000US29005",0.567
2017,"Atlantic County, NJ","05000US34001",0.567
2017,"Berks County, PA","05000US42011",0.567
2017,"Clark County","05000US21049",0.567
2016,"Churchill County","05000US32001",0.567
2017,"Aiken County, SC","05000US45003",0.567
2015,"White County","05000US18181",0.567
2016,"Hardin County","05000US48199",0.567
2017,"Jasper County, MO","05000US29097",0.567
2015,"Walton County","05000US13297",0.566
2017,"Lake County","05000US41037",0.566
2015,"Cayuga County","05000US36011",0.566
2015,"Martin County, FL","05000US12085",0.566
2017,"Clark County","05000US29045",0.566
2017,"Lyman County","05000US46085",0.566
2015,"Yamhill County, OR","05000US41071",0.566
2017,"Ionia County","05000US26067",0.566
2016,"Ionia County","05000US26067",0.566
2015,"Florence County","05000US55037",0.566
2016,"Floyd County","05000US48153",0.566
2016,"Mercer County, PA","05000US42085",0.566
2016,"Bolivar County","05000US28011",0.566
2015,"Grant County","05000US05053",0.566
2016,"Mackinac County","05000US26097",0.566
2015,"Sibley County","05000US27143",0.566
2016,"Granville County","05000US37077",0.566
2015,"Kaufman County, TX","05000US48257",0.566
2015,"Burnett County","05000US55013",0.566
2016,"Shelby County","05000US29205",0.566
2015,"Rutherford County","05000US37161",0.566
2015,"Lafayette County","05000US29107",0.566
2017,"Norton County","05000US20137",0.566
2015,"Dodge County","05000US55027",0.566
2017,"Moultrie County","05000US17139",0.566
2015,"Ontonagon County","05000US26131",0.566
2017,"Jones County","05000US28067",0.566
2017,"Colbert County","05000US01033",0.566
2016,"Clark County, OH","05000US39023",0.566
2016,"Clay County","05000US48077",0.566
2016,"Tunica County","05000US28143",0.566
2017,"Martin County","05000US18101",0.566
2016,"Crawford County","05000US55023",0.565
2017,"Langlade County","05000US55067",0.565
2015,"Franklin County","05000US51067",0.565
2017,"Franklin County","05000US51067",0.565
2017,"Sierra County","05000US06091",0.565
2017,"Bullitt County","05000US21029",0.565
2015,"Loup County","05000US31115",0.565
2016,"Sullivan County, TN","05000US47163",0.565
2016,"Florence County, SC","05000US45041",0.565
2016,"Prowers County","05000US08099",0.565
2015,"Columbia County","05000US05027",0.565
2016,"Franklin County","05000US21073",0.565
2015,"Catawba County, NC","05000US37035",0.565
2015,"Douglas County, OR","05000US41019",0.565
2017,"York County, PA","05000US42133",0.565
2017,"Henry County","05000US29083",0.565
2017,"San Miguel County","05000US35047",0.565
2016,"Lyon County","05000US32019",0.565
2017,"Montgomery County","05000US21173",0.565
2015,"Hardin County","05000US48199",0.565
2016,"Autauga County","05000US01001",0.565
2015,"Stevens County","05000US53065",0.565
2017,"Lancaster County","05000US45057",0.565
2016,"Moultrie County","05000US17139",0.565
2017,"Adams County, CO","05000US08001",0.565
2016,"Hancock County","05000US54029",0.565
2017,"Glynn County","05000US13127",0.565
2015,"Crawford County","05000US55023",0.565
2016,"Tioga County","05000US42117",0.565
2015,"Kingfisher County","05000US40073",0.565
2015,"Polk County","05000US05113",0.565
2016,"Callaway County","05000US29027",0.565
2016,"Clearwater County","05000US16035",0.565
2017,"Belmont County","05000US39013",0.565
2017,"Deer Lodge County","05000US30023",0.565
2015,"Philadelphia County, PA","05000US42101",0.565
2017,"Douglas County","05000US46043",0.564
2016,"Haines Borough","05000US02100",0.564
2017,"Davidson County, NC","05000US37057",0.564
2017,"Howard County","05000US29089",0.564
2015,"Cleveland County, NC","05000US37045",0.564
2016,"Barber County","05000US20007",0.564
2016,"Appomattox County","05000US51011",0.564
2016,"Rice County","05000US20159",0.564
2017,"Sweetwater County","05000US56037",0.564
2017,"Clark County, NV","05000US32003",0.564
2016,"Rio Blanco County","05000US08103",0.564
2016,"Union County","05000US18161",0.564
2015,"Halifax County","05000US51083",0.564
2015,"Delta County","05000US48119",0.564
2015,"Colbert County","05000US01033",0.564
2015,"Rice County","05000US20159",0.564
2017,"Wabash County","05000US18169",0.564
2015,"Grand Isle County","05000US50013",0.564
2017,"Lemhi County","05000US16059",0.564
2015,"Winnebago County, IL","05000US17201",0.564
2017,"Nash County","05000US37127",0.564
2015,"Bonner County","05000US16017",0.564
2016,"Dewey County","05000US40043",0.564
2015,"Langlade County","05000US55067",0.564
2017,"Tuscola County","05000US26157",0.563
2016,"Clarke County","05000US28023",0.563
2017,"Nodaway County","05000US29147",0.563
2015,"Custer County","05000US08027",0.563
2016,"Pettis County","05000US29159",0.563
2016,"Iosco County","05000US26069",0.563
2017,"Wright County","05000US19197",0.563
2015,"Howard County","05000US29089",0.563
2016,"Jones County","05000US46075",0.563
2017,"Dewey County","05000US40043",0.563
2016,"Latimer County","05000US40077",0.563
2017,"Nassau County","05000US12089",0.563
2016,"Henderson County","05000US21101",0.563
2015,"Henderson County","05000US21101",0.563
2016,"Brown County","05000US18013",0.563
2015,"Nash County","05000US37127",0.563
2015,"Campbell County","05000US56005",0.563
2015,"Dougherty County","05000US13095",0.563
2016,"Chowan County","05000US37041",0.563
2015,"Florence County, SC","05000US45041",0.563
2015,"Martinsville city","05000US51690",0.563
2015,"Steuben County","05000US18151",0.563
2015,"Windham County, CT","05000US09015",0.563
2017,"Hockley County","05000US48219",0.563
2015,"Webster County","05000US28155",0.563
2017,"Kearny County","05000US20093",0.563
2015,"Morgan County","05000US17137",0.563
2015,"Beaver County","05000US49001",0.562
2016,"Miller County","05000US13201",0.562
