year,geo_name,geo,high_school_graduation
2017,"Smith County","05000US47159",0.925
2015,"Sequatchie County","05000US47153",0.925
2015,"Perry County","05000US29157",0.925
2017,"Scott County","05000US47151",0.925
2016,"Bristol County","05000US44001",0.925
2015,"Wright County","05000US19197",0.925
2017,"Polk County","05000US47139",0.925
2015,"Polk County","05000US47139",0.925
2017,"Marinette County","05000US55075",0.925
2015,"Perry County","05000US47135",0.925
2015,"Menominee County","05000US55078",0.925
2016,"Perry County","05000US47135",0.925
2017,"Calhoun County","05000US45017",0.925
2015,"Webster County","05000US28155",0.925
2016,"Webster County","05000US28155",0.925
2017,"Chester County","05000US47023",0.925
2017,"Moore County","05000US47127",0.925
2015,"Meigs County","05000US47121",0.925
2017,"Sumter County","05000US01119",0.925
2017,"Fairfield County","05000US45039",0.925
2017,"Hamilton County","05000US17065",0.925
2015,"Henderson County","05000US17071",0.925
2016,"Monroe County","05000US19135",0.925
2015,"Monroe County","05000US19135",0.925
2016,"Jasper County","05000US17079",0.925
2017,"Jasper County","05000US17079",0.925
2015,"Perry County","05000US01105",0.925
2015,"Lucas County","05000US19117",0.925
2016,"Lewis County","05000US47101",0.925
2016,"Lucas County","05000US19117",0.925
2017,"Kossuth County","05000US19109",0.925
2016,"Kossuth County","05000US19109",0.925
2017,"Jasper County","05000US19099",0.925
2017,"Johnson County","05000US47091",0.925
2015,"Johnson County","05000US47091",0.925
2015,"Jackson County","05000US47087",0.925
2015,"Humboldt County","05000US19091",0.925
2016,"Humboldt County","05000US19091",0.925
2017,"Humboldt County","05000US19091",0.925
2015,"Houston County","05000US47083",0.925
2017,"Houston County","05000US47083",0.925
2016,"Mercer County","05000US17131",0.925
2016,"Shawano County","05000US55115",0.925
2015,"Grundy County","05000US47061",0.925
2017,"Putnam County","05000US17155",0.925
2017,"Richland County","05000US17159",0.925
2017,"Lincoln County","05000US46083",0.925
2015,"Schuyler County","05000US17169",0.925
2017,"Davis County","05000US19051",0.925
2015,"Stark County","05000US17175",0.925
2016,"Stark County","05000US17175",0.925
2015,"Cedar County","05000US29039",0.925
2016,"Cedar County","05000US29039",0.925
2016,"Trempealeau County","05000US55121",0.925
2017,"Henry County","05000US01067",0.925
2015,"DeKalb County","05000US47041",0.925
2015,"Clark County","05000US29045",0.925
2017,"Clark County","05000US29045",0.925
2017,"Fayette County","05000US01057",0.925
2016,"Crockett County","05000US47033",0.925
2015,"Crockett County","05000US47033",0.925
2017,"Benton County","05000US18007",0.925
2016,"Blackford County","05000US18009",0.925
2015,"Blackford County","05000US18009",0.925
2017,"Blackford County","05000US18009",0.925
2017,"Washington County, WI","05000US55131",0.925
2015,"Brown County","05000US18013",0.925
2016,"Brown County","05000US18013",0.925
2015,"Carroll County","05000US18015",0.925
2017,"Crenshaw County","05000US01041",0.925
2017,"Clark County, IN","05000US18019",0.925
2015,"Crenshaw County","05000US01041",0.925
2015,"Crawford County","05000US18025",0.925
2017,"Decatur County","05000US18031",0.925
2015,"Benton County","05000US47005",0.925
2017,"Benton County","05000US47005",0.925
2016,"Cleburne County","05000US01029",0.925
2017,"Clay County","05000US01027",0.925
2016,"Bledsoe County","05000US47007",0.925
2015,"Harrison County","05000US18061",0.925
2017,"Harrison County","05000US18061",0.925
2017,"Washington County","05000US18175",0.925
2016,"Washington County","05000US18175",0.925
2017,"Lawrence County","05000US29109",0.925
2015,"Warren County","05000US18171",0.925
2016,"Warren County","05000US18171",0.925
2017,"Crook County","05000US56011",0.925
2015,"Dent County","05000US29065",0.925
2015,"Douglas County","05000US29067",0.925
2016,"Vermillion County","05000US18165",0.925
2016,"Knox County","05000US18083",0.925
2016,"Union County","05000US18161",0.925
2017,"Union County","05000US18161",0.925
2017,"LaGrange County","05000US18087",0.925
2017,"Pike County","05000US18125",0.925
2017,"Owen County","05000US18119",0.925
2016,"Switzerland County","05000US18155",0.925
2016,"Owen County","05000US18119",0.925
2016,"Rush County","05000US18139",0.925
2017,"Caldwell Parish","05000US22021",0.925
2017,"Cameron Parish","05000US22023",0.925
2017,"Clarke County","05000US51043",0.925
2016,"Clarke County","05000US51043",0.925
2017,"Bienville Parish","05000US22013",0.925
2017,"Floyd County","05000US51063",0.925
2017,"Wolfe County","05000US21237",0.925
2015,"Garrard County","05000US21079",0.924
2017,"Van Wert County","05000US39161",0.924
2015,"Simpson County","05000US21213",0.924
2015,"Kendall County, IL","05000US17093",0.924
2016,"Harrison County","05000US18061",0.924
2015,"Monroe County","05000US55081",0.924
2016,"Van Wert County","05000US39161",0.924
2015,"Magoffin County","05000US21153",0.924
2015,"Jackson County","05000US18071",0.924
2017,"Montgomery County, TX","05000US48339",0.924
2016,"Portage County, OH","05000US39133",0.924
2016,"Preble County","05000US39135",0.924
2015,"Montgomery County","05000US21173",0.924
2017,"Clayton County","05000US19043",0.924
2015,"Door County","05000US55029",0.924
2016,"Karnes County","05000US48255",0.924
2016,"Mitchell County","05000US48335",0.924
2017,"Dodge County","05000US55027",0.924
2017,"Jim Hogg County","05000US48247",0.924
2017,"Angelina County","05000US48005",0.924
2016,"Washburn County","05000US55129",0.924
2016,"Campbell County","05000US21037",0.924
2017,"Clark County","05000US55019",0.924
2016,"Lamar County","05000US48277",0.924
2017,"Bucks County, PA","05000US42017",0.924
2016,"Cerro Gordo County","05000US19033",0.924
2016,"Boone County, KY","05000US21015",0.924
2015,"Limestone County","05000US48293",0.924
2015,"Ballard County","05000US21007",0.924
2016,"Grafton County","05000US33009",0.924
2017,"Dawson County","05000US31047",0.923
2017,"Fayette County","05000US48149",0.923
2017,"Fisher County","05000US48151",0.923
2017,"Washington County","05000US39167",0.923
2015,"Norfolk County, MA","05000US25021",0.923
2016,"Polk County","05000US48373",0.923
2016,"Indiana County","05000US42063",0.923
2017,"Hockley County","05000US48219",0.923
2016,"Hopkins County","05000US48223",0.923
2016,"Stone County","05000US29209",0.923
2016,"Linn County","05000US20107",0.923
2015,"Hutchinson County","05000US48233",0.923
2017,"King County","05000US48269",0.923
2015,"Juab County","05000US49023",0.923
2016,"Rusk County","05000US48401",0.923
2016,"Dickinson County","05000US20041",0.923
2017,"Grant County","05000US55043",0.923
2016,"Green County","05000US55045",0.923
2015,"Hickory County","05000US29085",0.923
2016,"Placer County, CA","05000US06061",0.923
2015,"Grundy County","05000US19075",0.923
2015,"Sullivan County, TN","05000US47163",0.923
2016,"Ogle County","05000US17141",0.923
2016,"Lafayette County","05000US55065",0.923
2017,"Bates County","05000US29013",0.923
2017,"Marathon County, WI","05000US55073",0.923
2016,"Fountain County","05000US18045",0.923
2015,"Centre County, PA","05000US42027",0.922
2016,"Dodge County","05000US55027",0.922
2016,"Fayette County","05000US39047",0.922
2016,"Clarion County","05000US42031",0.922
2015,"Lamar County","05000US48277",0.922
2016,"Taylor County, TX","05000US48441",0.922
2016,"Clay County","05000US19041",0.922
2017,"Tolland County, CT","05000US09013",0.922
2016,"Norfolk County, MA","05000US25021",0.922
2017,"Kinney County","05000US48271",0.922
2016,"Coshocton County","05000US39031",0.922
2017,"Calhoun County, AL","05000US01015",0.922
2016,"Clay County, MO","05000US29047",0.922
2015,"Madison County","05000US21151",0.922
2015,"Montgomery County, TX","05000US48339",0.922
2017,"Montcalm County","05000US26117",0.922
2017,"Boone County","05000US05009",0.922
2016,"Fort Bend County, TX","05000US48157",0.922
2017,"Marshall County","05000US01095",0.922
2017,"Henry County","05000US18065",0.922
2016,"Parmer County","05000US48369",0.922
2017,"Andrew County","05000US29003",0.922
2015,"Wolfe County","05000US21237",0.922
2017,"Floyd County","05000US48153",0.922
2016,"Wabasha County","05000US27157",0.922
2017,"Ellis County, TX","05000US48139",0.922
2017,"Hancock County","05000US18059",0.922
2016,"Effingham County","05000US17049",0.922
2015,"Green County","05000US55045",0.922
2016,"Richland County","05000US17159",0.922
2015,"Warren County","05000US29219",0.922
2015,"Benton County","05000US27009",0.922
2016,"Lawrence County","05000US39087",0.922
2017,"Adams County","05000US55001",0.922
2015,"Miami County","05000US18103",0.921
2017,"Anderson County","05000US20003",0.921
2015,"Adair County","05000US29001",0.921
2016,"Marion County","05000US19125",0.921
2016,"Huron County","05000US39077",0.921
2017,"Sherburne County","05000US27141",0.921
2016,"Nicollet County","05000US27103",0.921
2017,"Stevens County","05000US20189",0.921
2017,"Crosby County","05000US48107",0.921
2016,"Carter County","05000US47019",0.921
2016,"Howard County","05000US19089",0.921
2015,"Perry County","05000US42099",0.921
2015,"Rockcastle County","05000US21203",0.921
2016,"Red Willow County","05000US31145",0.921
2015,"Letcher County","05000US21133",0.921
2015,"Montgomery County, PA","05000US42091",0.921
2017,"Perry County","05000US21193",0.921
2016,"Randolph County","05000US05121",0.921
2015,"Somervell County","05000US48425",0.921
2015,"Camden County","05000US29029",0.921
2015,"Hamilton County, IN","05000US18057",0.921
2016,"Bandera County","05000US48019",0.921
2015,"Portage County","05000US55097",0.921
2016,"Brazoria County, TX","05000US48039",0.921
2015,"Davison County","05000US46035",0.921
2016,"Putnam County","05000US18133",0.921
2015,"Kossuth County","05000US19109",0.921
2017,"Greene County","05000US19073",0.921
2015,"Marathon County, WI","05000US55073",0.921
2016,"Saunders County","05000US31155",0.921
2016,"Graves County","05000US21083",0.921
2016,"Andrew County","05000US29003",0.921
2017,"Nicollet County","05000US27103",0.921
2017,"Eastland County","05000US48133",0.921
2017,"Lincoln County","05000US29113",0.921
2016,"Floyd County","05000US18043",0.921
2016,"St. Mary's County, MD","05000US24037",0.92
2017,"Woodford County","05000US17203",0.92
2017,"Rock County","05000US27133",0.92
2015,"Walworth County, WI","05000US55127",0.92
2017,"Botetourt County","05000US51023",0.92
2015,"Tooele County","05000US49045",0.92
2017,"Grand County","05000US08049",0.92
2016,"Cherokee County","05000US37039",0.92
2017,"Park County","05000US30067",0.92
2017,"Bedford County","05000US42009",0.92
2016,"Clay County","05000US18021",0.92
2017,"Caldwell County","05000US48055",0.92
2016,"Brule County","05000US46015",0.92
2016,"Wetzel County","05000US54103",0.92
2017,"Mariposa County","05000US06043",0.92
2017,"Cumberland County","05000US47035",0.92
2016,"York County","05000US51199",0.92
2015,"Butler County","05000US21031",0.92
2015,"Juniata County","05000US42067",0.92
2017,"Leavenworth County","05000US20103",0.92
2016,"Kingman County","05000US20095",0.92
2015,"Shelby County","05000US39149",0.92
2015,"Loudoun County, VA","05000US51107",0.92
2017,"Dickens County","05000US48125",0.92
2015,"Montgomery County","05000US29139",0.92
2016,"Saline County","05000US29195",0.92
2016,"Sussex County, NJ","05000US34037",0.92
2015,"Nicholas County","05000US21181",0.92
2017,"Franklin County","05000US13119",0.92
2017,"Fayette County, GA","05000US13113",0.92
2017,"Tooele County","05000US49045",0.92
2016,"Whitley County","05000US21235",0.92
2016,"Andrews County","05000US48003",0.92
2015,"Cheatham County","05000US47021",0.92
2017,"Nelson County","05000US21179",0.92
2017,"Marshall County","05000US47117",0.92
2015,"Marshall County","05000US47117",0.92
2016,"Montgomery County","05000US21173",0.92
2015,"Williamson County, TN","05000US47187",0.92
2017,"Montgomery County","05000US29139",0.92
2015,"Grainger County","05000US47057",0.92
2015,"Weakley County","05000US47183",0.92
2017,"Lawrence County","05000US01079",0.92
2016,"Madison County, TN","05000US47113",0.92
2017,"Dubuque County","05000US19061",0.92
2015,"Warren County","05000US47177",0.92
2015,"Delaware County, IN","05000US18035",0.92
2017,"Franklin County","05000US19069",0.92
2017,"Green County","05000US55045",0.92
2016,"McMinn County","05000US47107",0.92
2016,"Marshall County","05000US21157",0.92
2016,"Sioux County","05000US19167",0.92
2017,"Sumner County, TN","05000US47165",0.92
2017,"Davison County","05000US46035",0.92
2017,"Orleans Parish, LA","05000US22071",0.92
2015,"Queen Anne's County","05000US24035",0.92
2015,"McMinn County","05000US47107",0.92
2016,"Rockcastle County","05000US21203",0.92
2015,"Bedford County","05000US47003",0.92
2017,"Hamilton County","05000US19079",0.92
2015,"Greene County","05000US51079",0.92
2015,"Fayette County","05000US18041",0.92
2017,"Fayette County","05000US18041",0.92
2015,"Howard County","05000US19089",0.92
2016,"Rutherford County, TN","05000US47149",0.92
2016,"Hickman County","05000US47081",0.92
2016,"Hanover County, VA","05000US51085",0.92
2017,"Roane County","05000US47145",0.92
2016,"Putnam County","05000US47141",0.92
2015,"Jefferson County","05000US47089",0.92
2017,"Charles County, MD","05000US24017",0.92
2016,"Marinette County","05000US55075",0.92
2016,"New Madrid County","05000US29143",0.92
2017,"Shelby County","05000US21211",0.92
2016,"Rowan County","05000US21205",0.92
2016,"Simpson County","05000US21213",0.92
2016,"Lauderdale County","05000US47097",0.92
2017,"Richland County","05000US55103",0.92
2015,"Calvert County","05000US24009",0.92
2016,"Calvert County","05000US24009",0.92
2016,"Whitley County","05000US18183",0.92
2016,"Fairfield County, OH","05000US39045",0.92
2017,"Allegany County","05000US24001",0.92
2017,"Keith County","05000US31101",0.92
2017,"Blount County, TN","05000US47009",0.92
2016,"Jefferson County","05000US31095",0.92
2016,"Morgan County","05000US54065",0.92
2017,"King George County","05000US51099",0.92
2017,"Wasatch County","05000US49051",0.92
2015,"Amador County","05000US06005",0.92
2017,"Lumpkin County","05000US13187",0.92
2015,"Anderson County","05000US48001",0.919
2017,"Greenlee County","05000US04011",0.919
2017,"Galveston County, TX","05000US48167",0.919
2016,"Gaines County","05000US48165",0.919
2016,"Johnson County, IN","05000US18081",0.919
2016,"McHenry County, IL","05000US17111",0.919
2017,"Putnam County","05000US18133",0.919
2016,"Carroll County","05000US19027",0.919
2016,"Shelby County","05000US29205",0.919
2016,"Merrick County","05000US31121",0.919
2015,"Blount County, TN","05000US47009",0.919
2017,"Marin County, CA","05000US06041",0.919
2015,"Hancock County","05000US18059",0.919
2017,"Lee County","05000US48287",0.919
2015,"Martin County","05000US21159",0.919
2016,"Burlington County, NJ","05000US34005",0.919
2015,"Marshall County","05000US21157",0.919
2016,"Winkler County","05000US48495",0.919
2015,"Platte County","05000US29165",0.919
2017,"Ray County","05000US29177",0.919
2017,"Howard County","05000US19089",0.919
2016,"Union County","05000US42119",0.919
2017,"Bracken County","05000US21023",0.919
2016,"Douglas County","05000US17041",0.919
2016,"Kaufman County, TX","05000US48257",0.919
2015,"Hopkins County","05000US48223",0.919
2017,"Clarke County","05000US19039",0.918
2016,"DeKalb County","05000US18033",0.918
2015,"Fairfield County, OH","05000US39045",0.918
2015,"Johnson County, TX","05000US48251",0.918
2016,"Winnebago County, WI","05000US55139",0.918
2016,"Bosque County","05000US48035",0.918
2016,"Westmoreland County, PA","05000US42129",0.918
2017,"Craighead County, AR","05000US05031",0.918
2016,"Decatur County","05000US19053",0.918
2016,"Val Verde County","05000US48465",0.918
2017,"Chicot County","05000US05017",0.918
2015,"Brookings County","05000US46011",0.918
2015,"McHenry County, IL","05000US17111",0.918
2015,"Buchanan County","05000US19019",0.918
2016,"Stark County","05000US38089",0.918
2015,"Grant County","05000US55043",0.918
2016,"Clinton County","05000US39027",0.918
2016,"Fayette County","05000US19065",0.918
2017,"Cherokee County","05000US48073",0.918
2017,"Cedar County","05000US19031",0.918
2017,"Pike County","05000US42103",0.918
2015,"Union County","05000US39159",0.918
2016,"Hamilton County","05000US19079",0.918
2016,"El Dorado County, CA","05000US06017",0.918
2017,"Jefferson County","05000US42065",0.918
2016,"Warren County, KY","05000US21227",0.918
2017,"Stone County","05000US29209",0.918
2015,"Whitley County","05000US21235",0.918
2016,"Starr County","05000US48427",0.918
2015,"Graves County","05000US21083",0.918
2016,"Lac qui Parle County","05000US27073",0.918
2016,"Bourbon County","05000US21017",0.918
2017,"Warren County, NJ","05000US34041",0.918
2015,"Ward County","05000US48475",0.918
2017,"Saline County, AR","05000US05125",0.918
2017,"DeKalb County","05000US01049",0.918
2016,"Lawrence County","05000US42073",0.918
2015,"Mills County","05000US19129",0.918
2015,"Trigg County","05000US21221",0.918
2017,"Putnam County, NY","05000US36079",0.918
2017,"Madison County, AL","05000US01089",0.918
2017,"Davis County, UT","05000US49011",0.918
2015,"Winnebago County","05000US19189",0.918
2016,"Hood County","05000US48221",0.918
2015,"Nemaha County","05000US31127",0.918
2015,"Fort Bend County, TX","05000US48157",0.917
2017,"Addison County","05000US50001",0.917
2017,"Pike County","05000US21195",0.917
2016,"Grant County","05000US18053",0.917
2017,"Avery County","05000US37011",0.917
2016,"Clark County, IN","05000US18019",0.917
2016,"Green Lake County","05000US55047",0.917
2016,"McPherson County","05000US20113",0.917
2017,"Marion County","05000US29127",0.917
2017,"Piatt County","05000US17147",0.917
2015,"Burleson County","05000US48051",0.917
2017,"Gloucester County, NJ","05000US34015",0.917
2015,"Smith County, TX","05000US48423",0.917
2017,"Boyd County","05000US21019",0.917
2017,"Hancock County","05000US19081",0.917
2015,"Miami County, OH","05000US39109",0.917
2016,"Cherokee County","05000US20021",0.917
2017,"Starr County","05000US48427",0.917
2017,"Adams County, PA","05000US42001",0.917
2017,"Athens County","05000US39009",0.917
2017,"Kingfisher County","05000US40073",0.917
2017,"El Dorado County, CA","05000US06017",0.917
2017,"Gordon County","05000US13129",0.917
2016,"Buffalo County","05000US55011",0.917
2017,"Jackson County","05000US13157",0.917
2017,"Newton County","05000US29145",0.917
2016,"Clay County","05000US48077",0.917
2015,"Merced County, CA","05000US06047",0.917
2016,"Labette County","05000US20099",0.917
2016,"Haskell County","05000US40061",0.917
2016,"Johnson County, TX","05000US48251",0.917
2015,"San Luis Obispo County, CA","05000US06079",0.917
2016,"McCurtain County","05000US40089",0.917
2017,"Polk County","05000US05113",0.917
2016,"Montgomery County, TX","05000US48339",0.917
2016,"Merced County, CA","05000US06047",0.917
2017,"Pulaski County","05000US29169",0.917
2016,"Orange County, CA","05000US06059",0.917
2016,"Navarro County","05000US48349",0.917
2016,"Montague County","05000US48337",0.917
2017,"Reeves County","05000US48389",0.916
2016,"Lincoln County","05000US40081",0.916
2015,"Warren County, KY","05000US21227",0.916
2015,"Logan County","05000US05083",0.916
2017,"Kenton County, KY","05000US21117",0.916
2017,"Outagamie County, WI","05000US55087",0.916
2016,"Leon County","05000US48289",0.916
2017,"Boone County, MO","05000US29019",0.916
2015,"Conejos County","05000US08021",0.916
2015,"Shelby County","05000US17173",0.916
2017,"Centre County, PA","05000US42027",0.916
2015,"Lamoille County","05000US50015",0.916
2016,"Seneca County","05000US39147",0.916
2016,"Phelps County","05000US31137",0.916
2015,"Montgomery County","05000US19137",0.916
2015,"Castro County","05000US48069",0.916
2016,"Allamakee County","05000US19005",0.916
2015,"Sheboygan County, WI","05000US55117",0.916
2015,"Campbell County","05000US21037",0.916
2015,"Pickaway County","05000US39129",0.916
2016,"Dukes County","05000US25007",0.916
2015,"Clarion County","05000US42031",0.916
2015,"Porter County, IN","05000US18127",0.916
2015,"Starr County","05000US48427",0.916
2017,"Chippewa County","05000US55017",0.916
2016,"Latimer County","05000US40077",0.916
2017,"Lincoln County","05000US55069",0.915
2017,"Dallam County","05000US48111",0.915
2015,"Kearney County","05000US31099",0.915
2017,"Elk County","05000US42047",0.915
2016,"Webster County","05000US29225",0.915
2017,"Dukes County","05000US25007",0.915
2015,"Scott County","05000US29201",0.915
2016,"Craig County","05000US40035",0.915
2015,"Placer County, CA","05000US06061",0.915
2016,"Juneau County","05000US55057",0.915
2017,"San Luis Obispo County, CA","05000US06079",0.915
2015,"Fountain County","05000US18045",0.915
2016,"Oconto County","05000US55083",0.915
2017,"Oneida County","05000US55085",0.915
2017,"Letcher County","05000US21133",0.915
2017,"Hancock County","05000US39063",0.915
2017,"Washington County","05000US48477",0.915
2016,"Lee County","05000US19111",0.915
2017,"McHenry County, IL","05000US17111",0.915
2016,"Wilbarger County","05000US48487",0.915
2017,"Henry County","05000US19087",0.915
2016,"Sauk County","05000US55111",0.915
2015,"Buchanan County","05000US29021",0.915
2017,"Pickaway County","05000US39129",0.915
2017,"Jackson County","05000US01071",0.915
2015,"Hunt County","05000US48231",0.915
2017,"Litchfield County, CT","05000US09005",0.915
2017,"Boone County, KY","05000US21015",0.915
2016,"Hale County","05000US48189",0.915
2016,"Galveston County, TX","05000US48167",0.915
2016,"Yellow Medicine County","05000US27173",0.915
2016,"Ottawa County","05000US40115",0.915
2017,"Tillman County","05000US40141",0.915
2017,"Iron County","05000US29093",0.914
2017,"Cuming County","05000US31039",0.914
2017,"Cass County, MO","05000US29037",0.914
2017,"Dickinson County","05000US20041",0.914
2017,"Johnson County, IN","05000US18081",0.914
2017,"Aransas County","05000US48007",0.914
2016,"Dunn County","05000US55033",0.914
2017,"Pierce County","05000US31139",0.914
2017,"Holmes County","05000US39075",0.914
2016,"Jefferson County","05000US18077",0.914
2016,"Burleson County","05000US48051",0.914
2016,"Benton County","05000US27009",0.914
2017,"San Augustine County","05000US48405",0.914
2015,"Clark County","05000US17023",0.914
2017,"San Patricio County","05000US48409",0.914
2016,"Dubois County","05000US18037",0.914
2015,"Marinette County","05000US55075",0.914
2015,"Bedford County","05000US42009",0.914
2015,"Lafayette County","05000US55065",0.914
2015,"Saunders County","05000US31155",0.914
2015,"Cooper County","05000US29053",0.914
2016,"Callahan County","05000US48059",0.914
2015,"Loudon County","05000US47105",0.914
2017,"Rock County, WI","05000US55105",0.914
2017,"Colusa County","05000US06011",0.914
2017,"Barton County","05000US29011",0.913
2016,"Ashland County","05000US55003",0.913
2017,"Posey County","05000US18129",0.913
2016,"Dubuque County","05000US19061",0.913
2016,"Susquehanna County","05000US42115",0.913
2015,"Sioux County","05000US19167",0.913
2017,"Rusk County","05000US55107",0.913
2017,"Waushara County","05000US55137",0.913
2016,"Lincoln County","05000US46083",0.913
2015,"Fulton County","05000US39051",0.913
2015,"Lawrence County","05000US29109",0.913
2016,"Sandusky County","05000US39143",0.913
2016,"Woodford County","05000US17203",0.913
2015,"Bourbon County","05000US21017",0.913
2016,"Waupaca County","05000US55135",0.913
2016,"Yolo County, CA","05000US06113",0.913
2016,"Erath County","05000US48143",0.913
2017,"Clinton County","05000US29049",0.913
2015,"Marion County","05000US29127",0.913
2017,"Cass County","05000US18017",0.913
2016,"Hutchinson County","05000US48233",0.913
2015,"Dukes County","05000US25007",0.913
2016,"Bannock County","05000US16005",0.913
2015,"Bannock County","05000US16005",0.913
2015,"Elk County","05000US42047",0.913
2015,"Breckinridge County","05000US21027",0.913
2015,"Hardin County","05000US19083",0.913
2017,"Clinton County","05000US17027",0.913
2017,"Langlade County","05000US55067",0.913
2015,"Coryell County","05000US48099",0.913
2015,"Barry County","05000US29009",0.913
2016,"Davison County","05000US46035",0.913
2016,"Pontotoc County","05000US40123",0.912
2017,"Boone County","05000US31011",0.912
2017,"Morgan County, AL","05000US01103",0.912
2015,"Wells County","05000US18179",0.912
2017,"Falls County","05000US48145",0.912
2015,"DeKalb County","05000US18033",0.912
2017,"Starke County","05000US18149",0.912
2016,"San Mateo County, CA","05000US06081",0.912
2017,"Barry County","05000US29009",0.912
2017,"Porter County, IN","05000US18127",0.912
2017,"Nassau County, NY","05000US36059",0.912
2017,"Blount County","05000US01009",0.912
2016,"Union County, NC","05000US37179",0.912
2016,"San Patricio County","05000US48409",0.912
2017,"Crawford County","05000US19047",0.912
2016,"Shelby County","05000US39149",0.912
2015,"Washington County","05000US16087",0.912
2016,"Jefferson County","05000US42065",0.912
2016,"Washington County","05000US16087",0.912
2016,"Outagamie County, WI","05000US55087",0.912
2017,"Sumner County","05000US20191",0.912
2017,"Orange County","05000US48361",0.912
2015,"Shawano County","05000US55115",0.912
2016,"Coffee County","05000US47031",0.912
2016,"Cuming County","05000US31039",0.912
2015,"Webster County","05000US29225",0.912
2017,"Dyer County","05000US47045",0.912
2017,"Carroll County","05000US29033",0.912
2015,"Clinton County","05000US39027",0.912
2017,"Bartholomew County","05000US18005",0.912
2016,"Rockingham County, NH","05000US33015",0.911
2015,"Wabash County","05000US18169",0.911
2016,"Juab County","05000US49023",0.911
2016,"Madison County","05000US29123",0.911
2016,"Sheboygan County, WI","05000US55117",0.911
2016,"Jackson County","05000US20085",0.911
2015,"Lewis County","05000US16061",0.911
2017,"Floyd County","05000US18043",0.911
2016,"Gloucester County, NJ","05000US34015",0.911
2017,"Coles County","05000US17029",0.911
2016,"Monroe County","05000US17133",0.911
2015,"Brazoria County, TX","05000US48039",0.911
2016,"Breckinridge County","05000US21027",0.911
2017,"Van Zandt County","05000US48467",0.911
2017,"Meigs County","05000US39105",0.911
2016,"Marion County","05000US29127",0.911
2016,"Iowa County","05000US55049",0.911
2017,"Adair County","05000US29001",0.911
2015,"Grundy County","05000US29079",0.911
2016,"Nodaway County","05000US29147",0.911
2016,"Liberty County","05000US48291",0.911
2017,"Lincoln County","05000US56023",0.911
2015,"Avery County","05000US37011",0.911
2016,"Sumner County","05000US20191",0.911
2015,"Sauk County","05000US55111",0.911
2015,"Pendleton County","05000US21191",0.911
2017,"Anderson County","05000US48001",0.911
2016,"Lewis County","05000US16061",0.911
2017,"Allen Parish","05000US22003",0.91
2017,"Vigo County, IN","05000US18167",0.91
2015,"Vigo County, IN","05000US18167",0.91
2016,"Gasconade County","05000US29073",0.91
2015,"Tama County","05000US19171",0.91
2017,"Van Buren County","05000US05141",0.91
2017,"Caldwell County","05000US37027",0.91
2017,"Maury County","05000US47119",0.91
2015,"Oconto County","05000US55083",0.91
2017,"Madison County, TN","05000US47113",0.91
2016,"Overton County","05000US47133",0.91
2016,"Shelby County, AL","05000US01117",0.91
2016,"Shenandoah County","05000US51171",0.91
2017,"Shenandoah County","05000US51171",0.91
2017,"Lamoille County","05000US50015",0.91
2017,"Overton County","05000US47133",0.91
2016,"Washington County","05000US51191",0.91
2016,"Roanoke County","05000US51161",0.91
2016,"Jefferson County","05000US47089",0.91
2017,"Salem city","05000US51775",0.91
2017,"Nicholas County","05000US54067",0.91
2015,"Putnam County","05000US47141",0.91
2015,"Salem city","05000US51775",0.91
2017,"Humphreys County","05000US47085",0.91
2017,"Hanover County, VA","05000US51085",0.91
2015,"York County","05000US51199",0.91
2017,"Greene County","05000US05055",0.91
2017,"Nassau County","05000US12089",0.91
2015,"Hickman County","05000US47081",0.91
2017,"Stephens County","05000US13257",0.91
2015,"Rutherford County, TN","05000US47149",0.91
2016,"Nassau County","05000US12089",0.91
2017,"Roanoke County","05000US51161",0.91
2016,"Henry County","05000US47079",0.91
2016,"Stephens County","05000US13257",0.91
2016,"Warrick County","05000US18173",0.91
2016,"Monroe County","05000US39111",0.91
2016,"Oconee County","05000US13219",0.91
2015,"Adams County, PA","05000US42001",0.91
2017,"Washington County","05000US01129",0.91
2016,"Scott County","05000US47151",0.91
2016,"Pierce County","05000US13229",0.91
2016,"Pendleton County","05000US21191",0.91
2017,"Plaquemines Parish","05000US22075",0.91
2015,"Morgan County","05000US54065",0.91
2016,"Tooele County","05000US49045",0.91
2015,"Johnson County, IN","05000US18081",0.91
2015,"Sumner County, TN","05000US47165",0.91
2017,"Morgan County","05000US54065",0.91
2015,"San Patricio County","05000US48409",0.91
2016,"Seward County","05000US31159",0.91
2015,"Claiborne County","05000US47025",0.91
2016,"Pushmataha County","05000US40127",0.91
2017,"Warren County","05000US47177",0.91
2016,"Talbot County","05000US24041",0.91
2015,"Atoka County","05000US40005",0.91
2015,"Orange County, CA","05000US06059",0.91
2017,"Polk County","05000US29167",0.91
2017,"Gloucester County","05000US51073",0.91
2016,"White County","05000US47185",0.91
2016,"Washington County","05000US50023",0.91
2017,"Kosciusko County","05000US18085",0.91
2016,"Botetourt County","05000US51023",0.91
2017,"Douglas County","05000US32005",0.91
2016,"Door County","05000US55029",0.91
2015,"Franklin County","05000US47051",0.91
2015,"Allen County","05000US21003",0.91
2015,"Lawrence County","05000US39087",0.91
2017,"Pickens County","05000US13227",0.91
2016,"Allen County","05000US21003",0.91
2017,"Putnam County","05000US54079",0.91
2015,"Andrews County","05000US48003",0.91
2017,"Henderson County, NC","05000US37089",0.91
