year,geo_name,geo,grads_total
2015,"Baldwin County","05000US13009",3180
2013,"Kittitas County","05000US53037",3178
2013,"Washington County, PA","05000US42125",3164
2014,"Gurabo Municipio","05000US72063",3162
2015,"Rockland County, NY","05000US36087",3161
2013,"Latah County","05000US16057",3157
2013,"Vanderburgh County, IN","05000US18163",3157
2014,"Dakota County, MN","05000US27037",3154
2015,"Lorain County, OH","05000US39093",3146
2015,"Gallatin County","05000US30031",3138
2015,"White County","05000US05145",3137
2015,"Gurabo Municipio","05000US72063",3136
2013,"Mahoning County, OH","05000US39099",3133
2015,"Manatee County, FL","05000US12081",3127
2015,"Pueblo County, CO","05000US08101",3123
2014,"Latah County","05000US16057",3112
2013,"Campbell County","05000US21037",3107
2014,"Stone County","05000US28131",3100
2015,"Buncombe County, NC","05000US37021",3096
2014,"Kitsap County, WA","05000US53035",3092
2014,"McCracken County","05000US21145",3092
2013,"Sarpy County, NE","05000US31153",3088
2014,"Baldwin County","05000US13009",3087
2014,"Campbell County","05000US21037",3079
2014,"Vigo County, IN","05000US18167",3075
2013,"Pueblo County, CO","05000US08101",3067
2014,"Hardin County, KY","05000US21093",3066
2013,"McDonough County","05000US17109",3066
2015,"Arecibo Municipio","05000US72013",3058
2013,"Vigo County, IN","05000US18167",3058
2014,"Jackson County","05000US37099",3044
2014,"Mahoning County, OH","05000US39099",3034
2013,"Jackson County, MI","05000US26075",3030
2015,"Hunt County","05000US48231",3027
2014,"White County","05000US05145",3021
2015,"Washington County, PA","05000US42125",3018
2015,"Vanderburgh County, IN","05000US18163",3007
2013,"Westmoreland County, PA","05000US42129",3006
2014,"Kittitas County","05000US53037",2997
2014,"Westmoreland County, PA","05000US42129",2984
2013,"Webb County, TX","05000US48479",2976
2015,"Kent County, DE","05000US10001",2964
2013,"Gurabo Municipio","05000US72063",2962
2014,"Gallatin County","05000US30031",2959
2014,"Montgomery County, TN","05000US47125",2957
2014,"Orange County, NY","05000US36071",2953
2014,"Webb County, TX","05000US48479",2948
2013,"Wicomico County, MD","05000US24045",2948
2014,"Shawnee County, KS","05000US20177",2940
2014,"Lincoln Parish","05000US22061",2936
2015,"Kankakee County, IL","05000US17091",2936
2014,"Vanderburgh County, IN","05000US18163",2935
2014,"McDonough County","05000US17109",2932
2014,"Woodbury County, IA","05000US19193",2927
2014,"Pulaski County","05000US21199",2927
2013,"Jackson County","05000US37099",2922
2015,"Walla Walla County","05000US53071",2922
2013,"Grand Forks County","05000US38035",2920
2013,"Ulster County, NY","05000US36111",2918
2015,"Latah County","05000US16057",2916
2013,"Lincoln Parish","05000US22061",2915
2015,"Montgomery County, TN","05000US47125",2909
2015,"Ulster County, NY","05000US36111",2904
2015,"Bucks County, PA","05000US42017",2903
2014,"Walla Walla County","05000US53071",2899
2014,"Wicomico County, MD","05000US24045",2899
2014,"Sarpy County, NE","05000US31153",2890
2013,"Montgomery County, TN","05000US47125",2880
2013,"York County, PA","05000US42133",2877
2013,"Clackamas County, OR","05000US41005",2873
2013,"Butler County, PA","05000US42019",2873
2015,"Orange County, NY","05000US36071",2872
2015,"McDonough County","05000US17109",2871
2015,"Wicomico County, MD","05000US24045",2865
2015,"Washington County, UT","05000US49053",2865
2013,"Woodbury County, IA","05000US19193",2862
2013,"Yavapai County, AZ","05000US04025",2859
2013,"Buncombe County, NC","05000US37021",2856
2015,"Shawnee County, KS","05000US20177",2852
2015,"Webster Parish","05000US22119",2850
2014,"Williamsburg city","05000US51830",2847
2015,"Williamsburg city","05000US51830",2840
2015,"Solano County, CA","05000US06095",2835
2013,"Orange County, NY","05000US36071",2833
2014,"Jackson County, MI","05000US26075",2832
2015,"Sarpy County, NE","05000US31153",2819
2013,"Kitsap County, WA","05000US53035",2815
2015,"Walworth County, WI","05000US55127",2814
2015,"Mayagüez Municipio","05000US72097",2799
2013,"White County","05000US05145",2796
2013,"Pulaski County","05000US21199",2795
2014,"Johnson County","05000US29101",2790
2013,"Williamsburg city","05000US51830",2785
2014,"Ulster County, NY","05000US36111",2783
2015,"Hampton city, VA","05000US51650",2781
2015,"Westmoreland County, PA","05000US42129",2780
2015,"Nacogdoches County","05000US48347",2769
2015,"Pulaski County","05000US21199",2767
2014,"Walworth County, WI","05000US55127",2766
2013,"Niagara County, NY","05000US36063",2761
2014,"Kankakee County, IL","05000US17091",2758
2014,"Knox County","05000US18083",2756
2014,"Washington County, UT","05000US49053",2752
2014,"York County, PA","05000US42133",2749
2015,"York County, PA","05000US42133",2745
2015,"Dakota County, MN","05000US27037",2742
2013,"Johnson County","05000US29101",2731
2013,"McCracken County","05000US21145",2722
2014,"Kleberg County","05000US48273",2718
2014,"Faulkner County, AR","05000US05045",2712
2015,"Pope County","05000US05115",2712
2014,"Hampton city, VA","05000US51650",2710
2015,"Butler County, PA","05000US42019",2697
2013,"Shawnee County, KS","05000US20177",2693
2013,"Hampton city, VA","05000US51650",2691
2014,"Solano County, CA","05000US06095",2685
2015,"Lincoln Parish","05000US22061",2684
2014,"Mayagüez Municipio","05000US72097",2682
2015,"Faulkner County, AR","05000US05045",2681
2015,"Frederick County, MD","05000US24021",2679
2014,"Henrico County, VA","05000US51087",2677
2013,"Walla Walla County","05000US53071",2676
2013,"Nacogdoches County","05000US48347",2669
2015,"Phelps County","05000US29161",2666
2013,"Mayagüez Municipio","05000US72097",2663
2013,"Gallatin County","05000US30031",2652
2014,"Butler County, PA","05000US42019",2649
2015,"Alamance County, NC","05000US37001",2647
2015,"Henrico County, VA","05000US51087",2646
2015,"Cambria County, PA","05000US42021",2644
2013,"Madison County, TN","05000US47113",2643
2013,"Walworth County, WI","05000US55127",2642
2013,"Caddo Parish, LA","05000US22017",2635
2014,"Cape Girardeau County","05000US29031",2630
2015,"Knox County","05000US18083",2630
2015,"Putnam County","05000US47141",2629
2013,"Pope County","05000US05115",2628
2013,"Putnam County","05000US47141",2626
2014,"Nacogdoches County","05000US48347",2618
2013,"Solano County, CA","05000US06095",2615
2013,"Faulkner County, AR","05000US05045",2605
2015,"Madison County, TN","05000US47113",2600
2014,"Cambria County, PA","05000US42021",2599
2015,"Yakima County, WA","05000US53077",2595
2013,"Cambria County, PA","05000US42021",2595
2014,"Putnam County","05000US47141",2585
2013,"Adair County","05000US29001",2585
2014,"Adair County","05000US29001",2584
2015,"Hardin County, KY","05000US21093",2583
2014,"Arecibo Municipio","05000US72013",2577
2015,"Canyon County, ID","05000US16027",2575
2013,"Tangipahoa Parish, LA","05000US22105",2575
2015,"Humboldt County, CA","05000US06023",2571
2015,"Cape Girardeau County","05000US29031",2568
2013,"Washington County, UT","05000US49053",2564
2014,"Caddo Parish, LA","05000US22017",2563
2014,"Tazewell County, IL","05000US17179",2559
2013,"Kankakee County, IL","05000US17091",2558
2015,"Adair County","05000US29001",2556
2014,"Washington County, MN","05000US27163",2552
2013,"Brookings County","05000US46011",2551
2015,"Winnebago County, WI","05000US55139",2542
2013,"Alamance County, NC","05000US37001",2532
2014,"Niagara County, NY","05000US36063",2531
2013,"Cape Girardeau County","05000US29031",2525
2014,"Lake County, OH","05000US39085",2523
2014,"Madison County, TN","05000US47113",2523
2014,"Humboldt County, CA","05000US06023",2521
2014,"Tangipahoa Parish, LA","05000US22105",2521
2013,"Arecibo Municipio","05000US72013",2515
2013,"Washington County, MN","05000US27163",2515
2015,"Caddo Parish, LA","05000US22017",2513
2014,"Winnebago County, WI","05000US55139",2506
2014,"Clackamas County, OR","05000US41005",2505
2013,"Ouachita Parish, LA","05000US22073",2497
2014,"Frederick County, MD","05000US24021",2496
2015,"McCracken County","05000US21145",2489
2014,"Terrebonne Parish, LA","05000US22109",2487
2015,"Clackamas County, OR","05000US41005",2487
2013,"Limestone County","05000US01083",2479
2013,"Frederick County, MD","05000US24021",2472
2015,"Haralson County","05000US13143",2468
2013,"Kleberg County","05000US48273",2462
2015,"Kitsap County, WA","05000US53035",2460
2015,"Marathon County, WI","05000US55073",2458
2013,"Winnebago County, WI","05000US55139",2457
2015,"Brookings County","05000US46011",2451
2015,"Merced County, CA","05000US06047",2437
2015,"Grant County","05000US55043",2434
2013,"Tazewell County, IL","05000US17179",2433
2013,"Henrico County, VA","05000US51087",2431
2015,"Lumpkin County","05000US13187",2427
2014,"Bannock County","05000US16005",2423
2015,"Merrimack County, NH","05000US33013",2423
2014,"Cleveland County, NC","05000US37045",2419
2014,"Brookings County","05000US46011",2419
2013,"Bannock County","05000US16005",2418
2015,"Tangipahoa Parish, LA","05000US22105",2417
2014,"Carroll County, GA","05000US13045",2415
2014,"Lumpkin County","05000US13187",2410
2014,"Erath County","05000US48143",2404
2014,"Chautauqua County, NY","05000US36013",2396
2014,"Portage County","05000US55097",2393
2015,"Radford city","05000US51750",2392
2013,"Phelps County","05000US29161",2391
2015,"Limestone County","05000US01083",2389
2013,"Humboldt County, CA","05000US06023",2387
2013,"Chautauqua County, NY","05000US36013",2381
2015,"St. Tammany Parish, LA","05000US22103",2381
2014,"Canyon County, ID","05000US16027",2379
2015,"Rapides Parish, LA","05000US22079",2376
2015,"Hall County","05000US31079",2375
2015,"Davidson County, NC","05000US37057",2371
2014,"Pope County","05000US05115",2369
2014,"Anderson County, SC","05000US45007",2368
2014,"Grant County","05000US55043",2367
2014,"Alamance County, NC","05000US37001",2360
2013,"Lumpkin County","05000US13187",2356
2015,"Yuma County, AZ","05000US04027",2354
2015,"Columbia County","05000US42037",2348
2013,"Erath County","05000US48143",2348
2014,"Radford city","05000US51750",2345
2014,"Hall County","05000US31079",2342
2015,"Bannock County","05000US16005",2341
2015,"Rowan County, NC","05000US37159",2340
2015,"Carroll County, GA","05000US13045",2339
2015,"Portage County","05000US55097",2335
2015,"Niagara County, NY","05000US36063",2333
2015,"Chautauqua County, NY","05000US36013",2332
2013,"Hale County","05000US48189",2329
2014,"Phelps County","05000US29161",2324
2013,"Clay County","05000US27027",2318
2015,"Cochise County, AZ","05000US04003",2318
2015,"Clay County","05000US27027",2316
2013,"Clinton County","05000US36019",2311
2015,"Tazewell County, IL","05000US17179",2310
2014,"Oswego County, NY","05000US36075",2302
2014,"Hamblen County","05000US47063",2299
2013,"Grant County","05000US55043",2299
2013,"Oswego County, NY","05000US36075",2299
2014,"Merced County, CA","05000US06047",2293
2015,"Thomas County","05000US13275",2291
2014,"Columbia County","05000US42037",2290
2015,"Clay County","05000US46027",2290
2014,"Rowan County, NC","05000US37159",2288
2015,"Spalding County","05000US13255",2286
2015,"Jackson County, MI","05000US26075",2275
2014,"Hall County, GA","05000US13139",2275
2013,"Hall County, GA","05000US13139",2274
2013,"Cheshire County","05000US33005",2273
2014,"Clay County","05000US27027",2273
2015,"Oswego County, NY","05000US36075",2272
2015,"Calloway County","05000US21035",2267
2013,"Galveston County, TX","05000US48167",2266
2014,"Gregg County, TX","05000US48183",2257
2013,"Washington County","05000US50023",2256
2014,"Bradley County, TN","05000US47011",2256
2013,"Fond du Lac County, WI","05000US55039",2256
2013,"Allegany County","05000US24001",2253
2015,"Washington County, MN","05000US27163",2247
2014,"Limestone County","05000US01083",2246
2014,"Galveston County, TX","05000US48167",2245
2013,"Hamblen County","05000US47063",2244
2014,"Minnehaha County, SD","05000US46099",2244
2014,"Cochise County, AZ","05000US04003",2241
2014,"Cheshire County","05000US33005",2239
2013,"York County, SC","05000US45091",2234
2015,"Clinton County","05000US36019",2233
2013,"Carroll County, GA","05000US13045",2233
2013,"Hall County","05000US31079",2232
2015,"Lake County, OH","05000US39085",2232
2013,"Radford city","05000US51750",2232
2013,"Potter County, TX","05000US48375",2229
2014,"Merrimack County, NH","05000US33013",2226
2014,"Haralson County","05000US13143",2225
2015,"Hall County, GA","05000US13139",2221
2013,"Hardin County, KY","05000US21093",2219
2014,"Calloway County","05000US21035",2213
2015,"York County, SC","05000US45091",2212
2013,"Burleigh County","05000US38015",2199
2014,"Allegany County","05000US24001",2198
2015,"Galveston County, TX","05000US48167",2196
2015,"Terrebonne Parish, LA","05000US22109",2194
2014,"Clinton County","05000US36019",2192
2013,"Columbia County","05000US42037",2191
2013,"Merrimack County, NH","05000US33013",2189
2013,"Gregg County, TX","05000US48183",2187
2014,"Rock Island County, IL","05000US17161",2184
2014,"York County, SC","05000US45091",2183
2015,"Sullivan County, TN","05000US47163",2181
2013,"Clay County","05000US46027",2179
2013,"Haralson County","05000US13143",2175
2014,"Clay County","05000US46027",2172
2015,"Ector County, TX","05000US48135",2170
2015,"Washington Parish","05000US22117",2166
2013,"Calloway County","05000US21035",2160
2014,"Anoka County, MN","05000US27003",2158
2015,"Minnehaha County, SD","05000US46099",2158
2013,"Allegany County","05000US36003",2154
2013,"Portage County","05000US55097",2146
2013,"Minnehaha County, SD","05000US46099",2140
2013,"Daviess County","05000US21059",2140
2013,"Lake County, OH","05000US39085",2139
2015,"Licking County, OH","05000US39089",2138
2014,"Lexington County, SC","05000US45063",2137
2014,"Hale County","05000US48189",2123
2013,"Peoria County, IL","05000US17143",2122
2013,"New London County, CT","05000US09011",2121
2014,"Claiborne County","05000US47025",2117
2014,"Burleigh County","05000US38015",2115
2014,"McHenry County, IL","05000US17111",2114
2014,"New London County, CT","05000US09011",2104
2015,"Peoria County, IL","05000US17143",2103
2014,"Yuma County, AZ","05000US04027",2103
2014,"Peoria County, IL","05000US17143",2096
2015,"Fayette County","05000US19065",2091
2014,"Navarro County","05000US48349",2086
2014,"Allegany County","05000US36003",2081
2013,"Bradley County, TN","05000US47011",2079
2014,"Sullivan County, TN","05000US47163",2069
2014,"Fond du Lac County, WI","05000US55039",2067
2015,"Kanawha County, WV","05000US54039",2063
2015,"Burleigh County","05000US38015",2062
2015,"Lexington County, SC","05000US45063",2061
2015,"Allegany County","05000US36003",2059
2015,"Cheshire County","05000US33005",2045
2015,"Allegany County","05000US24001",2044
2015,"Rock Island County, IL","05000US17161",2044
2015,"Wayne County, NC","05000US37191",2044
2014,"Cherokee County","05000US40021",2043
2015,"Hamblen County","05000US47063",2039
2014,"York County, ME","05000US23031",2039
2013,"Lexington County, SC","05000US45063",2037
2013,"Sullivan County, TN","05000US47163",2036
2014,"Fayette County","05000US19065",2035
2013,"Fayette County","05000US19065",2032
2015,"New London County, CT","05000US09011",2031
2013,"Kanawha County, WV","05000US54039",2026
2014,"Webster Parish","05000US22119",2024
2014,"Cortland County","05000US36023",2023
2015,"Boone County, KY","05000US21015",2022
2013,"Cherokee County","05000US40021",2021
2014,"Sumter County","05000US13261",2015
2013,"Cortland County","05000US36023",2006
2013,"Benton County, AR","05000US05007",2004
2013,"Knox County","05000US18083",2004
2013,"Howard County, MD","05000US24027",2001
2013,"Canyon County, ID","05000US16027",1999
2014,"Yakima County, WA","05000US53077",1998
2015,"Mesa County, CO","05000US08077",1996
2014,"Licking County, OH","05000US39089",1995
2015,"Otsego County","05000US36077",1991
2013,"Yakima County, WA","05000US53077",1990
2015,"Erath County","05000US48143",1990
2013,"Cleveland County, NC","05000US37045",1989
2013,"Dunn County","05000US55033",1987
2014,"Olmsted County, MN","05000US27109",1986
2015,"Howard County, MD","05000US24027",1984
2013,"Webster Parish","05000US22119",1983
2013,"Rock Island County, IL","05000US17161",1981
2015,"Bradley County, TN","05000US47011",1979
2014,"Daviess County","05000US21059",1978
2015,"Cortland County","05000US36023",1976
2014,"Rapides Parish, LA","05000US22079",1970
2015,"Gregg County, TX","05000US48183",1969
2015,"Sumter County","05000US13261",1968
2013,"Okaloosa County, FL","05000US12091",1967
2015,"Brazoria County, TX","05000US48039",1963
2015,"Anoka County, MN","05000US27003",1957
2014,"Howard County, MD","05000US24027",1956
2015,"York County, ME","05000US23031",1955
2013,"Anoka County, MN","05000US27003",1955
2014,"Taylor County, TX","05000US48441",1954
2015,"McHenry County, IL","05000US17111",1951
2015,"Dunn County","05000US55033",1950
2013,"Merced County, CA","05000US06047",1950
2015,"Hale County","05000US48189",1947
2015,"Florence County, SC","05000US45041",1947
2013,"Stone County","05000US28131",1945
2013,"Lycoming County, PA","05000US42081",1941
2013,"Burlington County, NJ","05000US34005",1940
2015,"Taylor County, TX","05000US48441",1937
2015,"Daviess County","05000US21059",1933
2013,"Iron County","05000US49021",1932
2014,"Dunn County","05000US55033",1932
2015,"Anderson County, SC","05000US45007",1930
2014,"Berkshire County, MA","05000US25003",1928
2014,"Randall County, TX","05000US48381",1925
2015,"Macon County, IL","05000US17115",1922
2015,"Randall County, TX","05000US48381",1922
2013,"Otsego County","05000US36077",1922
2013,"Marathon County, WI","05000US55073",1920
2015,"Cherokee County","05000US40021",1918
2015,"Lycoming County, PA","05000US42081",1918
2013,"Habersham County","05000US13137",1918
2013,"Rowan County, NC","05000US37159",1907
2013,"Claiborne County","05000US47025",1906
2014,"Aguadilla Municipio","05000US72005",1905
2013,"Sumter County","05000US13261",1904
2015,"Imperial County, CA","05000US06025",1901
2015,"Clayton County, GA","05000US13063",1900
2013,"Taylor County, TX","05000US48441",1899
2015,"Charles County, MD","05000US24017",1899
2015,"Benton County, AR","05000US05007",1893
2013,"Clallam County","05000US53009",1891
2015,"Kleberg County","05000US48273",1887
2014,"Otsego County","05000US36077",1886
2014,"Iron County","05000US49021",1885
2013,"York County, ME","05000US23031",1882
2014,"Lycoming County, PA","05000US42081",1880
2015,"Lyon County","05000US20111",1879
2014,"Lyon County","05000US20111",1874
2014,"Boone County, KY","05000US21015",1872
2015,"Berkshire County, MA","05000US25003",1870
2014,"Davis County, UT","05000US49011",1868
2013,"Marquette County","05000US26103",1864
2015,"Olmsted County, MN","05000US27109",1863
2015,"Davis County, UT","05000US49011",1863
2015,"Burlington County, NJ","05000US34005",1863
2014,"Marquette County","05000US26103",1862
2013,"Washington County, OR","05000US41067",1859
2013,"Victoria County","05000US48469",1856
2015,"Marquette County","05000US26103",1853
2014,"Charles County, MD","05000US24017",1852
2015,"Victoria County","05000US48469",1852
2015,"Okaloosa County, FL","05000US12091",1852
2014,"Washington Parish","05000US22117",1852
2015,"Gaston County, NC","05000US37071",1851
2014,"Potter County, TX","05000US48375",1851
2013,"Clayton County, GA","05000US13063",1850
2015,"Fond du Lac County, WI","05000US55039",1845
2014,"Habersham County","05000US13137",1843
2015,"Kennebec County, ME","05000US23011",1842
2015,"Aguadilla Municipio","05000US72005",1839
2013,"Ozaukee County","05000US55089",1833
2014,"Clayton County, GA","05000US13063",1832
2013,"Natchitoches Parish","05000US22069",1832
2015,"Onslow County, NC","05000US37133",1831
2015,"Habersham County","05000US13137",1825
2015,"Potter County, TX","05000US48375",1823
2013,"Kent County, DE","05000US10001",1821
2014,"Florence County, SC","05000US45041",1821
2013,"Muskegon County, MI","05000US26121",1820
2015,"Clark County, OH","05000US39023",1819
2014,"Rowan County","05000US21205",1817
2013,"Berkshire County, MA","05000US25003",1815
2014,"Spalding County","05000US13255",1811
2013,"Calhoun County, AL","05000US01015",1807
2014,"Mason County","05000US21161",1806
2014,"Orange County","05000US51137",1805
2015,"Iron County","05000US49021",1795
2013,"Aguadilla Municipio","05000US72005",1794
2015,"Houghton County","05000US26061",1792
2015,"Newport News city, VA","05000US51700",1791
2014,"Okaloosa County, FL","05000US12091",1791
2013,"Wayne County, NC","05000US37191",1789
2014,"Mesa County, CO","05000US08077",1789
2014,"Wayne County, NC","05000US37191",1786
2013,"Rowan County","05000US21205",1785
2014,"Burlington County, NJ","05000US34005",1783
2013,"Davis County, UT","05000US49011",1783
2015,"Washburn County","05000US55129",1778
2014,"Ashland County","05000US39005",1778
2014,"Brazoria County, TX","05000US48039",1777
2015,"Ozaukee County","05000US55089",1776
2013,"Licking County, OH","05000US39089",1775
2013,"Boone County, KY","05000US21015",1774
2014,"Natchitoches Parish","05000US22069",1773
2014,"Victoria County","05000US48469",1773
2013,"McHenry County, IL","05000US17111",1773
2015,"Middlesex County, CT","05000US09007",1768
2014,"Newport News city, VA","05000US51700",1766
2014,"Madison County","05000US36053",1761
2013,"Olmsted County, MN","05000US27109",1761
2013,"Imperial County, CA","05000US06025",1760
2013,"Ashland County","05000US39005",1757
2015,"Madison County","05000US36053",1757
2015,"San Juan County, NM","05000US35045",1755
2013,"Gaston County, NC","05000US37071",1751
2013,"Newport News city, VA","05000US51700",1751
2013,"Anderson County, SC","05000US45007",1746
2013,"Houghton County","05000US26061",1744
2014,"Washburn County","05000US55129",1743
2014,"Marathon County, WI","05000US55073",1740
2013,"Rapides Parish, LA","05000US22079",1737
2013,"Terrebonne Parish, LA","05000US22109",1735
2015,"Floyd County","05000US21071",1732
2015,"Orange County","05000US51137",1730
2013,"Mason County","05000US21161",1729
2013,"Randall County, TX","05000US48381",1728
2015,"Cleveland County, NC","05000US37045",1728
2015,"Rowan County","05000US21205",1727
2014,"Ector County, TX","05000US48135",1725
2013,"Lyon County","05000US20111",1725
2015,"Washington County","05000US48477",1724
2015,"Crawford County","05000US20037",1722
2013,"Charles County, MD","05000US24017",1721
2015,"Washington County","05000US50023",1720
2014,"Washington County, OR","05000US41067",1716
2013,"Ontario County, NY","05000US36069",1714
2013,"Orange County","05000US51137",1712
2015,"Clinton County","05000US17027",1711
2014,"Calhoun County, AL","05000US01015",1710
2014,"Washington County","05000US50023",1710
2013,"Yuma County, AZ","05000US04027",1702
2013,"Madison County","05000US36053",1702
2014,"Gaston County, NC","05000US37071",1694
2014,"Ozaukee County","05000US55089",1693
2014,"Houghton County","05000US26061",1691
2015,"Nodaway County","05000US29147",1684
2013,"Kennebec County, ME","05000US23011",1681
2013,"Brazoria County, TX","05000US48039",1681
2015,"Natchitoches Parish","05000US22069",1681
2013,"Clarion County","05000US42031",1680
2015,"Calhoun County, AL","05000US01015",1676
2014,"Benton County, AR","05000US05007",1668
2015,"Yamhill County, OR","05000US41071",1667
2013,"Mesa County, CO","05000US08077",1662
2013,"Windham County, CT","05000US09015",1659
2014,"Harnett County, NC","05000US37085",1658
2015,"Ontario County, NY","05000US36069",1657
2014,"Floyd County","05000US21071",1656
2013,"Beltrami County","05000US27007",1651
2013,"Greenwood County","05000US45047",1649
2014,"Clarion County","05000US42031",1646
2014,"Onslow County, NC","05000US37133",1641
2013,"Washburn County","05000US55129",1639
2015,"Monroe County, PA","05000US42089",1638
2015,"Whitley County","05000US21235",1637
2014,"Kent County, DE","05000US10001",1636
2014,"Roanoke city, VA","05000US51770",1636
2013,"Florence County, SC","05000US45041",1632
2015,"Washington County, OR","05000US41067",1630
2013,"Monroe County, PA","05000US42089",1628
2013,"Clinton County","05000US17027",1627
2014,"Kennebec County, ME","05000US23011",1627
2014,"Yamhill County, OR","05000US41071",1627
2014,"Bay County, FL","05000US12005",1622
2013,"Roanoke city, VA","05000US51770",1622
2015,"Calhoun County, MI","05000US26025",1620
2015,"Boyd County","05000US21019",1619
2014,"St. Tammany Parish, LA","05000US22103",1618
2014,"Greenwood County","05000US45047",1610
2015,"Mason County","05000US21161",1610
2013,"Danville city","05000US51590",1610
2013,"Boyd County","05000US21019",1606
2013,"Nodaway County","05000US29147",1606
2013,"Yamhill County, OR","05000US41071",1605
2014,"Ontario County, NY","05000US36069",1604
2015,"Waller County","05000US48473",1603
2013,"Navarro County","05000US48349",1603
2015,"Robeson County, NC","05000US37155",1602
2013,"Otter Tail County","05000US27111",1598
2015,"Comanche County, OK","05000US40031",1597
2014,"Danville city","05000US51590",1596
2014,"Windham County, CT","05000US09015",1594
2013,"Crawford County","05000US20037",1589
2014,"Washington County","05000US48477",1588
2013,"Macon County, IL","05000US17115",1588
2014,"Clinton County","05000US17027",1584
2014,"Monroe County, PA","05000US42089",1584
2015,"Roanoke city, VA","05000US51770",1583
2014,"Clark County, OH","05000US39023",1581
2014,"Orangeburg County","05000US45075",1576
2014,"Imperial County, CA","05000US06025",1576
2013,"Robeson County, NC","05000US37155",1572
2014,"Schenectady County, NY","05000US36093",1572
2014,"Carroll County","05000US47017",1570
2014,"Kanawha County, WV","05000US54039",1569
2015,"Sebastian County, AR","05000US05131",1569
2015,"Carroll County","05000US47017",1568
2014,"Buchanan County","05000US29021",1568
2014,"Robeson County, NC","05000US37155",1568
2013,"Orangeburg County","05000US45075",1567
2014,"Middlesex County, CT","05000US09007",1565
2015,"Schenectady County, NY","05000US36093",1563
2015,"Winneshiek County","05000US19191",1563
2013,"Carroll County, MD","05000US24013",1561
2014,"Fairbanks North Star Borough, AK","05000US02090",1558
2014,"Rice County","05000US27131",1557
2013,"Pierce County","05000US55093",1557
2014,"Nodaway County","05000US29147",1554
2014,"Crawford County","05000US20037",1554
2015,"Ohio County","05000US54069",1553
2013,"Calhoun County, MI","05000US26025",1552
2014,"Knox County","05000US39083",1552
2015,"Bossier Parish, LA","05000US22015",1551
2015,"Yellowstone County, MT","05000US30111",1543
2015,"Greenwood County","05000US45047",1538
2015,"Etowah County, AL","05000US01055",1537
2015,"Polk County","05000US41053",1535
2014,"Winneshiek County","05000US19191",1533
2013,"Middlesex County, CT","05000US09007",1532
2014,"Muskingum County","05000US39119",1531
2015,"Tom Green County, TX","05000US48451",1528
2015,"Harnett County, NC","05000US37085",1527
2015,"Fairbanks North Star Borough, AK","05000US02090",1526
2013,"Muskingum County","05000US39119",1524
2014,"Tom Green County, TX","05000US48451",1522
2013,"St. Tammany Parish, LA","05000US22103",1521
2013,"Jasper County, MO","05000US29097",1521
2013,"Livingston County","05000US36051",1518
2015,"Graham County","05000US04009",1517
2013,"Winneshiek County","05000US19191",1516
2014,"Lee County","05000US37105",1512
2015,"Orangeburg County","05000US45075",1512
2015,"Beltrami County","05000US27007",1509
2015,"Dubuque County","05000US19061",1506
2013,"Collier County, FL","05000US12021",1505
2013,"Tom Green County, TX","05000US48451",1505
2013,"Onslow County, NC","05000US37133",1504
2015,"Jasper County, MO","05000US29097",1501
2014,"Carroll County, MD","05000US24013",1494
2013,"Rice County","05000US27131",1490
2014,"Muskegon County, MI","05000US26121",1488
2014,"Hawaii County, HI","05000US15001",1487
2014,"Christian County","05000US21047",1485
2015,"Hawaii County, HI","05000US15001",1484
2015,"Clarion County","05000US42031",1481
2015,"Pierce County","05000US55093",1480
2015,"Christian County","05000US21047",1480
2014,"Lauderdale County","05000US01077",1478
2014,"Beltrami County","05000US27007",1477
2015,"Collier County, FL","05000US12021",1475
2014,"Wapello County","05000US19179",1475
2013,"Schenectady County, NY","05000US36093",1474
2015,"Windham County, CT","05000US09015",1473
2013,"Knox County","05000US39083",1466
2013,"Barranquitas Municipio","05000US72019",1466
2015,"Ware County","05000US13299",1465
2014,"Boyd County","05000US21019",1464
2014,"Bossier Parish, LA","05000US22015",1464
2015,"Knox County","05000US39083",1463
2015,"Henderson County","05000US48213",1462
2014,"Waller County","05000US48473",1462
2014,"Collier County, FL","05000US12021",1462
2013,"Harnett County, NC","05000US37085",1460
2013,"Grayson County, TX","05000US48181",1459
2013,"Dubuque County","05000US19061",1459
2014,"Otter Tail County","05000US27111",1453
2013,"Waller County","05000US48473",1450
2015,"Barranquitas Municipio","05000US72019",1449
2015,"Muskingum County","05000US39119",1447
2013,"Brunswick County","05000US51025",1447
2013,"Ohio County","05000US54069",1446
2014,"Barranquitas Municipio","05000US72019",1441
2013,"Ector County, TX","05000US48135",1440
2014,"Jasper County, MO","05000US29097",1439
2013,"Buffalo County","05000US31019",1439
2015,"Berrien County, MI","05000US26021",1439
2013,"Polk County","05000US41053",1439
2014,"Livingston County","05000US36051",1436
2014,"Dubuque County","05000US19061",1435
2014,"Ohio County","05000US54069",1435
2015,"Carroll County, MD","05000US24013",1434
2015,"Rice County","05000US27131",1433
2015,"Wapello County","05000US19179",1428
2014,"Henderson County","05000US48213",1428
2014,"Shasta County, CA","05000US06089",1427
2014,"Deschutes County, OR","05000US41017",1426
2014,"Pierce County","05000US55093",1424
2015,"Nicollet County","05000US27103",1423
2013,"Wichita County, TX","05000US48485",1421
2015,"Otter Tail County","05000US27111",1419
2015,"Putnam County","05000US12107",1419
